Barcode,Brands,Product name,Generic name,Serving quantity,Serving qty unit,Serving size,Calories,Protein,Fats,Saturated fats,Monounsaturated fats,Polyunsaturated fats,Trans fats,Carbs,Total sugars,Added sugars,Fiber,Sodium,Potassium,Cholesterol
7791728240887,Familia Zuccardi,Zuelo Aceite de oliva Extra virgen,N/A,13,ml,13 ml,108,0,12,1.5,0,0,0,0,0,0,0,0,0,0
7798165593347,BEEPURE,Mantequilla de maní,N/A,15,g,15 g,3410,0,290,0,0,0,0,58.8,0,0,0,0,0,0
7798165591732,BEEPURE,Cookies Chocoblue BEEPURE,N/A,N/A,N/A,30,110,0,4.2,1.9,0,0,0,16,0,0,1.7,0,0,0
7798096031079,Dona Pupa,N/A,N/A,130.0,g,130 g,116,0,2.31,0.308,0,0,0,16.9,3.23,0,6.77,0.0846,0,0
0721450715923,quimya,COCONUT,yogur sabor neutro  (producto fermentado a base de coco),N/A,N/A,"170g, 1 pote",157,0,9,8.5,0,0,0,18,0,0,3.3,0.094,0,0
7792180132925,9 de oro,Avena frutilla,N/A,30,g,30g,470,0,23.3,3.33,0,0,0,56.7,20,0,0,72,0,0
7798019800027,Las tunas,Yerba mate,N/A,25,g,25g,80,0,0,0,0,0,0,0,0,0,0,0,0,0
0736684227296,Grido,Postre cremoso cheesecake,N/A,60,N/A,60g,238,0,6.67,3.67,0,0,0,41.7,14.2,0,0,36,0,0
2100004000018,N/A,Milanesa de soja de verdura,N/A,170,N/A,170g,242,0,0,0,0,0,0,0,0,0,0,0,0,0
0736684227289,Grido,Postre cremoso lemon pie,N/A,60,N/A,60g,228,0,6.67,3.83,0,0,0,56.7,15.7,0,0,38,0,0
7790580980801,Arcor,Choclo amarillo cremoso,N/A,N/A,N/A,N/A,54,0,0,0,0,0,0,12,5,0,13,0.0912,0,0
8480017029096,Dia,Salsa filetto,N/A,60.0,g,1 serving (60 g),26.7,0,0,0,0,0,0,5.67,0,0,0,0.453,0,0
7798325440054,Doña dominga,Fideos integrales remolacha,N/A,80,N/A,80g,321,0,2.12,0.25,0,0,0,61.2,0,0,0,6.5,0,0
7613287292896,Nescafé,Dolca suave,N/A,N/A,N/A,N/A,333,0,0,0,0,0,0,667,28,0,0,0.0224,0,0
7791337004849,Ser,Calci+ BATIDO FRUTILLA Y ARANDANOS,N/A,120.0,g,120 g,60.8,0,1.17,0.75,0,0,0,8.33,0,0,0,0.0608,0,0
7896058257489,Arcor,Panettone Premium Chocolate,pan dulce con trocitos sabor chocolate y relleno sabor artificial a chocolate,80,g,1 slice/rebanada (80 g),362,0,16.2,8.75,0,0,0,48.8,20,20,1.25,0.0938,0,0.00625
7794520421300,Krachitos,Bastoncitos Extra Queso,N/A,25,g,25g,509,0,27,3.9,0,0,0,60,0,0,0,213.2,0,0
7790503198702,Dos Hermanos,Sweet Rice Cakes,N/A,30.0,g,1 portion (30 g),380,0,2.33,0,0,0,0,76.7,0,0,4.67,0.017,0,0
7791337006089,Ser,Batido frutos rojos,N/A,140,N/A,140g,55,0,0,0,0,0,0,0,0,0,0,0,0,0
7798187211281,Quento,Papas jamón serrano,N/A,25,g,25g,544,0,34.4,2.8,0,0,0,52,0,0,0,205,0,0
8480017035868,Día,Agua tónica,N/A,200,N/A,200ml,24,0,0,0,0,0,0,6,0,0,0,2.4,0,0
7792981005084,ENA,pre war,N/A,20,g,20 g,135,0,0,0,0,0,0,34,0,0,0,1.16,0.425,0
0617395129690,Star nutrition,3D Ripped,N/A,7,g,7g,314,0,0,0,0,0,0,28.6,0,0,0,1,0,0
0652811925869,Star nutrition,hydro plus,N/A,35,g,35 g,386,0,0.286,0,0,0,0,94.9,14.3,0,0,0.671,0.223,0
7792981003530,ENA,Muscle MAX,N/A,3,g,3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7792981003417,ENA,hydroxy max night,N/A,1.8,N/A,"1,8g",0,0,0,0,0,0,0,0,0,0,0,0,0,0
7798103298297,Pulver,Ripped fast,N/A,N/A,N/A,6 gr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0619660878951,Star nutrition,L-Carnitine,N/A,N/A,N/A,2 tabs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7798028020560,Adelga,Mate guarana,N/A,50,N/A,50g,32,0,0,0,0,0,0,6.8,2.2,0,0,0.002,0,0
7798028020478,Adelga,Mate Dulce,N/A,50,N/A,50g,32,0,0,0,0,0,0,6.8,1.4,0,0,0.002,0,0
7842520000923,Ciudad del Lago,Snacks de Papa sabor Cheddar,Snack a base de papa sabor queso cheddar,25,g,25 g,476,0,25.2,2.4,0,0,0,56,2.8,0,6,0.716,0,0
7798343750814,Integra,Nachos,N/A,25,g,25g,121,0,5.9,0.6,0,0,0,14,0,0,3,0.012,0,0
7790538010000,Macritas,Nachos,Nachos,25,g,25g,488,0,24,4,0,0,0,60,0,0,6.4,0.18,0,0
2500459002528,Santa Rosa,Reggianito,N/A,30,N/A,30g,410,0,31,20,0,0,1.67,0,0,0,0,1.02,0,0
2800004570657,Coto,tomato pureewith oregano,N/A,60,N/A,60g,33.3,0,0,0,0,0,0,6.83,0,0,0.5,0.32999999999999996,0,0
7793166000467,El Puente,whole milk,N/A,200,ml,200 ml,58,0,2.95,1.9,0,0,0,4.8,0,0,0,0.047,0,0
7891330018178,Neugebauer Co.,TABLETE 1891 AVELA 55 90G NEUGEBAUER,N/A,22.5,g,22.5 g (1/4 de tableta),542,0,33.8,18.2,0,0,0,48.9,38.7,38.7,7.56,0,0,0
7790139100582,Casalta,chimmichuri,N/A,12,g,12g,0,0,0,0,0,0,0,5,0,0,4.17,0.775,0,0
7798217932377,Costumbres,bran bread,bread,50,g,50g,246,0,4,1,0,0,0,44,0,0,5,0.414,0,0
7798060852556,Tonadita,Queso untable Gruyere,N/A,30,g,30g,227,0,19.3,7.67,0,0,0,6.33,0,0,0,0.7,0,0
0606110365529,Gold nutrition,whey protein,N/A,35,N/A,35g,386,0,5.14,0,0,0,0,13.7,0,0,0,0.44,0,0
7790503199105,Dos Hermanos,Arroz Integral - Fino Largo,N/A,50.0,g,50 g,342,0,1.2,0,0,0,0,76,0,0,2,0,0,0
7790670051916,"Green Life,Marfrig","Medallones de Calabaza, Choclo y semillas de chía",N/A,80,g,5/6 de medallon 80 g,83.8,0,1.12,0.25,0,0,0,10.5,8,0,5.75,0.3,0,0
7790407031075,agiila,white chocolate,N/A,21.0,g,21 g,552,0,32.9,19.5,10.5,0.952,0,57.1,57.1,41.9,0,0.205,0,0.0167
2800002552129,Coto,Avena arrollada tradicional,Avena arrollada tradicional,30.0,g,30 g (2 cucharas de sopa),333,0,8,1.33,3.33,0,0,53.3,0,0,15,0,0,0
7790787949717,Ilolay,Crema,N/A,15,N/A,15 ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790670051923,Green Life,Medallón lentejas,N/A,80.0,g,80 g,95,0,0,0,0,0,0,15,0,0,7.88,0.328,0,0
7793890258288,Bimbo,Rapiditas BIMBO Integrales,N/A,55.0,g,55g (dos unidades),280,0,6.18,3.09,0.727,2.36,0,47.3,3.27,2.73,6.91,0.262,0,0
7792290279008,tarragona,Porotos secos remojados,N/A,130,g,130 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7802225510196,"Arcor, Privilegio",Privilegio,golosinas sabor a chocolate rellenas de manjar.,30.0,g,5 unidades 30g,499,0,26,16,7.1,1.4,0.3,62,61,0,1.4,0.1,0,0.0070999999999999995
0790757847354,GRANGER. FOODS,PANCAKES PROTEICOS,N/A,50.0,g,1 portion (50 g),374,0,6.4,1,0,0,0,49,0,0,5,0.24,0,0
7794000006164,Hellmann's,Hellmann's Ketchup,N/A,12,g,1 portion (12 g),133,0,0,0,0,0,0,30,24.2,0,0,0.725,0,0
7798126072256,Gaona,Sinfonía,N/A,N/A,N/A,N/A,493,0,23,11,0,0,0,66,0,0,0.9,0.048,0,0
7798008810099,Lilen,Fideos harina integral tomate,N/A,100,N/A,100 g,295,0,1.6,0.3,0,0,0,77,0,0,0,4.8,0,0
0763571670507,Felices Las Vacas,Alfajor de Arroz,alfajor de arroz integral con relleno sabor dulce de leche con baño de repostería semiamargo libre de gluten.,25,g,1 alfajor (25 g),464,0,20.8,12.4,0,0,0,64,0,0,3.6,0.026,0,0
7794990878581,La paulina,Dulce de leche,N/A,20,g,20g,307,0,6.5,4.1,0,0,0,55,55,0,0,0.1,0,0
7790580132255,Arcor,Mermelada de Frutilla Light,"mermelada de frutilla reducida 47% en calorías, libre de gluten.",20,g,1 cuchara (20 g),148,0,0,0,0,0,0,36,31,0,1.7,0.016,0,0
7798054220781,Terepin,Rellenas sabor a limón,N/A,40,g,2 galletas 40 g,315,0,10.5,4.25,0,0,0,52.5,18.8,0,1.75,0.03,0.0527,0.0158
7798101202272,gentech,veggie bar,N/A,60,g,60 g,335,0,16.7,3.5,0,0,0,20,9.33,0,11.5,0.313,0,0
7790040110380,BC La Campagnola,Naranja,"alimento líquido dietético con 50% de jugo de naranja fortificado con vitamina c, libre de gluten.",200,ml,200 ml,21,0,0,0,0,0,0,5,5,0,0,0.006,0,0
8445290268440,Nestle,Leche en polvo la lechera,N/A,25,g,25g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7798342151001,Not Milk,Not Milk,N/A,N/A,N/A,N/A,74,0,6.5,3.8,0,0,0,0.6,0.5,0,2.7,0.0484,0,0
7790040139404,"Chocolinas,Bagley",Chocolinas Original,galletas ducles sabor chocolate.,33,g,5 galletitas 33 g,454,0,17,7.9,6.9,0.9,0.9,67,20,20,4.1,0.274,0,0.029
8480017173201,Dia,Galletitas avena,N/A,39,g,39 g,433,0,14.9,1.54,0,0,0,69.2,0,0,0,0.151,0,0
7790070417695,Gallo,Chips,N/A,30,N/A,30 g,123,0,2.5,1.2,0,0,0,23,0,0,0,80.4,0,0
0744430256278,yogurade,yogurade,N/A,210.0,ml,210ml,74.7,0,1.12,0.705,0,0,0,8.16,8.16,0,0.476,0.0238,0,0
7795157002207,cremac,queso en fetas dambo,N/A,30,g,30 g,343,0,26,16.7,0,0,0,2,2,0,0,0.487,0,0
7798321150919,Sancor,Flan casero,N/A,115,N/A,115 g,190,0,3.1,1.2,0,0,0,35,0,0,0,27.2,0,0
8480017062574,Día,Queso untable salame,N/A,30,N/A,30 g,171,0,19,12,0,0,1,0,0,0,0,0.873,0,0
7798157550068,Ailutap,Tapas Pascualina,N/A,400,N/A,400 g,278.9,0,4.9,1.9,0,0,0,48.9,0,0,0,338,0,0
2000000146021,N/A,Pan mignon,N/A,50,N/A,50 g,270,0,0.2,0,0,0,0,57.4,0,0,0,0,0,0
8480017142719,Dia,Yogur firme vainilla,N/A,125.0,g,125 g,102,0,2.8,1.84,0,0,0,15.2,0,0,0,22.7,0,0
7790524324104,N/A,Croppers,Mantequilla de maní. Estilo americano,0.8,N/A,"10 gramos=1 cucharada; valor energético:50kcal x porción; carbohidratos 1.7g; proteínas 2.3g; grasas saturadas:0.8g; grasas trans:0g; grasas monoinsaturadas:1.7g; grasas poliinsaturados: 0,2g colesterol:0 mg: fibra dietética alimentaria: 0.8g; sodio:20mg",0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790503199082,Dos Hermanos,Dos hermanos arroz,N/A,50,g,50.0 g,354,0,0,0,0,0,0,80,0,0,0.4,0.018,0,0
7792052181501,Cuisine & Con.,Aceite de Oliva,"Aceite de oliva Virgen Extra, libre de gluten, sin TACC",13,ml,13 ml,831,0,92.3,16.9,0,0,0,0,0,0,0,0,0,0
7807910026129,Cuisine & Co.,Hola! Granola Frutos del bosque,"Mezcla a base de cereales y azúcar con trozos de arándanos, moras, frambuesas, grosellas y frutillas",40.0,g,40 g (1/2 taza),425,0,16,7,6,3,0,71,30,22.1,8,0.216,0,0.005
7798171572343,El Noble,empanadas de carne congeladas,Empanada de carne,N/A,N/A,N/A,260,0,15.2,5.3,0,0,0,23,1,0,1,0.433,0,0
7790580137984,Aguila,Especialidades Cookies,polvo para preparar galletitas dulces sabor a vainilla con chips de baño de repostería semiamargo.,21.0,g,2 cucharas (21 g),408,0,7.5,5.3,0,0,0,80,31,0,1.2,0.147,0,0
7790947009893,N/A,Kani kama santa elena x 125,N/A,N/A,N/A,N/A,16,0,0,0,0,0,0,2,0,0,0,0.0564,0,0
7790398100088,N/A,Manteca la paulina 200g 3260110,N/A,N/A,N/A,N/A,77,0,8.4,5,0,0,0,0,0,0,0,0,0,0
8480017046833,Dia,Hamburguesas de carne,N/A,57.0,g,57 g,226,0,16.2,7.5,0,0,0,3.37,0,0,0,0.722,0,0
7798134783007,Trini,Leche Surtidos,"bocaditos blandos dietéticos sutidos con dulce de leche, con chocolate y maní, con coco.",20,g,7 caramelos 20 g,260,0,12,6.5,0,0,0,33,0,0,39.5,0.0365,0,0
7796447000620,Luna negra,Dulce de frutos del bosque,N/A,20,N/A,20 g,265,0,0,0,0,0,0,65,0,0,2.5,0,0,0
7790070418029,Exquisita,Chocolatada,N/A,200.0,g,14 g + 200 ml leche descremada,25,0,0,0,0,0,0,6,5.5,0,0,0.0125,0,0
7790080019599,"SanCor,Corazón de Horma",Corazón de Horma Gouda,"queso gouda, libre de gluten.",30,g,1 rebanada 30 g,370,0,29,18.7,0,0,1,0,0,0,0,0.48,0,0
7798241870171,N/A,Vinagre de vino Maelca,N/A,N/A,N/A,N/A,12,0,0,0,0,0,0,3,0,0,0,1.6,0,0
7795000000015,N/A,Panko estilo japones,N/A,N/A,N/A,N/A,108,0,0.6,0.3,0,0,0,23,0,0,0.9,0.046,0,0
6939470000132,N/A,Renovador chuzhou,N/A,N/A,N/A,N/A,23,0,0,0,0,0,0,0,0,0,0,0.0436,0,0
7791100000443,N/A,Almidón de maíz Chango,N/A,N/A,N/A,N/A,68,0,0,0,0,0,0,17,0,0,0,0,0,0
7791100000283,Chango,Azúcar Chango,N/A,N/A,N/A,N/A,20,0,0,0,0,0,0,5,5,0,0,0,0,0
7798186033655,N/A,Yummy sandía billiken,N/A,N/A,N/A,N/A,64,0,0,0,0,0,0,15,0,0,0,0,0,0
7798334584039,N/A,"Molé torrejas de arvejas con espinaca, premezcla",N/A,N/A,N/A,N/A,141,0,1.8,0,0,0,0,26,0,0,7.2,0.22840000000000002,0,0
7798334584053,N/A,"Molé, croquetas de arroz, caprese, premezcla",N/A,N/A,N/A,N/A,159,0,1.6,0,0,0,0,32,0,0,5.5,0.19440000000000002,0,0
0763571765494,N/A,Alfajor negro ¿Qué mirá bobo?,N/A,N/A,N/A,N/A,244,0,8.6,4.5,0,0,0,38,33,0,1.2,27.2,0,0
7798048988925,Fomeiga,Salsa de soja cremosa Fumeiga,N/A,13.0,g,13 g,46.2,0,0,0,0,0,0,12.3,0,0,11.5,4.77,0,0
4710616620047,N/A,Aceite de sésamo,N/A,N/A,N/A,N/A,135,0,15,2.1,0,0,0,0,0,0,0,0,0,0
7798068450075,N/A,Miso Bitarwan,N/A,N/A,N/A,N/A,26,0,0,0,0,0,0,5.3,0,0,1.1,410.8,0,0
8850344003746,N/A,Mango dipping sauce Suree,N/A,N/A,N/A,N/A,22,0,0,0,0,0,0,5.4,0,0,0.5,0.0724,0,0
0841452135779,N/A,Miran Mi Jak,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0.9,6,0,0
7798342711465,N/A,Ananás en trozos,N/A,N/A,N/A,N/A,116,0,0,0,0,0,0,29,0,0,1,0,0,0
7798023690553,N/A,Duraznos en mitades S&P,N/A,N/A,N/A,N/A,98,0,0,0,0,0,0,23,0,0,0.6,0.00324,0,0
64710616621176,N/A,Alga marina tostada sushi nori,N/A,N/A,N/A,N/A,16,0,0,0,0,0,0,2,0,0,2,0,0,0
7798253184280,N/A,Harina de arroz mochi,N/A,N/A,N/A,N/A,170,0,0.7,0,0,0,0,38,0,0,2.4,0,0,0
7798253183221,N/A,Hongo shitake fileteado valle Imperial,N/A,N/A,N/A,N/A,24,0,0,0,0,0,0,4,0,0,1.2,0,0,0
184710616620760,N/A,Papel de arroz 22 cm,N/A,N/A,N/A,N/A,238,0,0,0,0,0,0,59,1,0,1,0.042,0,0
8859568700035,N/A,Leche de coco,N/A,N/A,N/A,N/A,170,0,17,15,0,0,0,2.4,1.7,0,0.5,0.024,0,0
4950612203954,N/A,Masa de takoyaki otafuku,N/A,N/A,N/A,N/A,130,0,0.5,0,0,0,0,27,1,0,0,0.168,0,0
4950612203756,N/A,Okonomiyaki mix otafuku,N/A,N/A,N/A,N/A,140,0,1,0,0,0,0,29,1,0,1,0.10400000000000001,0,0
4903065042403,N/A,Bonito rallado deshidratado,N/A,N/A,N/A,N/A,17,0,0,0,0,0,0,0,0,0,0,0,0,0
6952595002102,N/A,Colored prawn crackers,N/A,N/A,N/A,N/A,88,0,0,0,0,0,0,21,0,0,0,0.124,0,0
6942938200067,N/A,Wasabi,N/A,N/A,N/A,N/A,10,0,0,0,0,0,0,2,0,0,0,0,0,0
7798117280158,N/A,Mousse andino de hongos silvestres Quinto sabod,N/A,N/A,N/A,N/A,41.9,0,4.49,0.44,0,0,0,0,0,0,0,0.021716000000000003,0,0
7798149791325,N/A,Búfalo en escabeche,N/A,N/A,N/A,N/A,132.32,0,7.04,0,0,0,0,6.08,0,0,0.53,0,0,0
7798149790779,N/A,Faisán en escabeche,N/A,N/A,N/A,N/A,86,0,2.7,0,0,0,0,3.9,0,0,0.46,0,0,0
7792070000723,N/A,Pepinitos en vinagre de alcohol,N/A,N/A,N/A,N/A,11,0,0.3,0,0,0,0,1.3,1.3,0,0.9,0.3984,0,0
7792070000686,Nucete,Pickles Mixtos en Vinagre,pickles mixtos en vinagre de alcohol.,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0.0632,0,0
7802225511537,"Arcor, bon o bon",bon o bon blanco,bombones con chocolate blanco y oblea rellenos con crema de maní.,15.0,g,1 bombón 15 g,573,0,38,19,14,3.5,0.7,49,44,0,1.3,0.111,0,0.0060999999999999995
7792360094418,Bonafide,chocolate blanco,N/A,N/A,N/A,N/A,127,0,7,4.1,0,0,0,15,0,0,0,0,0,0
8480017083579,Dia,Tónica light,N/A,200,N/A,200 ml,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0
7797906001967,N/A,Chauchas supercongeladas McCain,N/A,N/A,N/A,N/A,24,0,0,0,0,0,0,3,0,0,2.6,0.0108,0,0
7798184451055,N/A,Garbanzos tostados jamón ahumado fitbeans,N/A,N/A,N/A,N/A,94,0,4,0.3,0,0,0,9.8,0,0,3.5,0.0736,0,0
7790174001271,Vegetalex,Burguer vegetal,N/A,N/A,N/A,N/A,149,0,9.7,1,0,0,0,3.6,0,0,1.8,0.11439999999999999,0,0
2627201509316,Cerealitas,Cerealitas salvado,N/A,33,N/A,33 g,427,0,15.2,1.52,0,0,0,60.6,0,0,0,0.552,0,0
7798133125006,San Benito,Licor dulce de leche,N/A,55,g,55 g,225,0,0,0,0,0,0,0,0,0,0,0,0,0
7790580283155,Arcor,Turrón de Maní con Frutas,turrón de maní/cacahuate con frutas libre de gluten.,20,g,1/6 turrón 20 g,430,0,14,2.6,6.6,4.9,0,68,43,0,2.3,0.028,0,0
7793890259025,Bimbo,Pan Pancho tipo artesano,N/A,40.0,g,1 portion (40 g),270,0,3.25,0,0,0,0,50,0,0,2.5,0,0,0
5011013500642,Sheridan's,Sheridan's coffee layered liqueur,N/A,50,g,50 g,315,0,0,0,0,0,0,0,0,0,0,0,0,0
7792180133045,Pasta Box,Salsa Rosa,N/A,N/A,N/A,64,439,0,12.05,6.74,0,0,0,58.4,0,0,2.57,1.152,0,0
7790040139411,"Bagley,Coquitas",Coquitas,galletas dulces con coco.,34,g,5 galletitas 34 g,460,0,16,8.1,6.5,0.9,0.8,70,22,22,1.9,0.29,0,0.028
7798355100034,Bamboo,Pochoclos Orgánicos Sweet & Salty,N/A,25,g,1.0 taza (25.0 g),84,0,1.9,1,0,0,0,15,0,0,2.8,0.2,0,0
7798333090135,Muecas,Barra de Cereal sabor a Banana Y Dulce De Leche,N/A,45.0,g,45 g,376,0,12.4,0,0,0,0,57.3,0,0,0,0,0,0
7798333090050,Muecas,Barra de Cereal sabor Pasas y Almendras,N/A,45.0,g,1 barra (45 g),371,0,12.2,0,0,0,0,56,0,0,0,0,0,0
7790890100852,N/A,El cosaco harina de maiz,N/A,N/A,N/A,N/A,186,0,1.4,0,0,0,0,39,0,0,5.7,0,0,0
7793323004789,Dicomere,Soja texturizada dicomere,N/A,50.0,g,1 serving (50 g),374,0,1.8,0,0,0,0,34,0,0,3.2,0,0,0
7798171730392,Nuestros Sabores,Chips de papas rústicas y sal marina nuestros dabores,N/A,30,g,30gr,410,0,28,3.67,0,0,0,36.7,1.33,0,7,0.409,0,0
7798184451048,Fitbeans,Garbanzos tostados queso fitbeans,N/A,25.0,g,1 serving (25 g),396,0,16,1.2,0,0,0,48,0,0,14,0.294,0,0
7798180790172,N/A,Natural seed Parmesan,N/A,N/A,N/A,N/A,449,0,26,3,0,0,0,22,0,0,8.9,0.434,0,0
0724373732787,N/A,Maní Honey roasted spicy DEC,N/A,N/A,N/A,N/A,88,0,7,0.9,0,0,0,4.3,0,0,1,0.0228,0,0
7790310983928,N/A,Maní pelado Pehuamar,N/A,N/A,N/A,N/A,158,0,13,1.6,0,0,0,4,1.6,0,1.9,0.058,0,0
7790040125025,"Saladix,Arcor",Snack de papas sabor barbacoa,N/A,30.0,g,30 g,549,0,33,3.2,28,2.2,0,60,2.8,0,0,0.622,0,0
7790580299903,"Tofi,Arcor",Huevo de Pascua,"huevo de chocolate con leche aromatizado con vainillina, relleno con huevos de chocolate con leche rellenos con dulce de leche, libre de gluten.",25,g,1/4 unidad 25 g,548,0,33,20,11,1,0,54,54,0,1.9,0.115,0,0.01
7790170901957,Morenita,Café Torrado Molido Intenso,N/A,0,N/A,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
7622201457334,Beldent,Beldent Infinit Menta,"chicle dietético sabor a menta de valor energético reducido, libre de gluten.",3.8,N/A,2 unidades 3.8 g,7,0,0,0,0,0,0,2.4,0,0,0,0,0,0
7891000333969,"Nestlé,Nesfit","Nesfit sabor Miel, con Almendras","Cereal para desayuno a base de trigo integral, maíz, arroz y avena integral con almendras y sabor a miel, fortificado con vitaminas y minerales.",30,g,3/4 taza 30 g,344,0,5.4,0.6,2.6,1.9,0,66,1.4,0,12,0.228,0,0
7798183770393,Grido,Casara postre helado,N/A,75,N/A,75 g,200,0,9.73,6.8,0,0,0,24,0,0,0,0.0507,0,0
7790580123741,"Cofler,Arcor",graffiti blanco,N/A,45.0,g,45 G,537,0,31,18,11,1.2,0.3,55,49,39,0.001,0.139,0,0.011
7791337004832,Ser,Calci+ Batido vainilla,N/A,120.0,g,120 g,60.8,0,1.17,0.75,0,0,0,8.33,0,0,0,0.0608,0,0
7798120442352,N/A,Pepinillos condimentados en conserva agridulce,N/A,N/A,N/A,N/A,13,0,0,0,0,0,0,2.6,0,0,0,0.1468,0,0
7798334870187,Oki oki,Al ferneé,N/A,40,N/A,40 g,390,0,12.3,8.5,0,0,0,65,0,0,0,0.113,0,0
8480017006134,Dia,Croquetas espinaca,N/A,32.0,g,32 g,184,0,6.5,1.12,0,0,0,25.9,0,0,0,0.468,0,0
7792730019737,Biznikke,Huevo de chocolate,N/A,25,N/A,25 g,548,0,33.2,22,0,0,0,56,0,0,0,0.052000000000000005,0,0
7792153202228,Cormillot,Galletitas avena con semillas,N/A,30,N/A,30 g,416,0,12,1,0,0,0,64,0,0,0,0.18,0,0
8480017197375,Dia,Saladitas integral,N/A,27.8,g,27.8 g,446,0,14.4,5.4,0,0,0,71.9,0,0,0,0.54,0,0
7798321150926,Sancor,Flan casero,N/A,115,N/A,115 g,94.8,0,1.3,0.43500000000000005,0,0,0,15.7,0,0,0,0.07300000000000001,0,0
8480017241375,Dia,Hamburguesas vacunas,N/A,80,N/A,80 g,226,0,18.8,9.62,0,0,0,0,0,0,0,0.75,0,0
58892879,Joolz,Moras bañadas en chocolate,N/A,25,N/A,25 g,296,0,16.4,2.92,0,0,0,33.2,0,0,0,0.03,0,0
7798342730466,Amoedo,buñuelos acelga,N/A,150,g,3 unidades 150 g,146,0,5.93,2.07,0,0,0.0667,16,1.27,0,1.8,0.103,0,0
7798187211311,Quento Snacks,Papas clásicas,N/A,25,g,25 g,533,0,33,2.4,29,1.4,0,52,0,0,4.7,0.593,0,0
7794000005877,knorr,sopa crema vegetales,N/A,15,g,1.5 cucharadas (15 g),307,0,0,0,0,0,0,63.3,9.33,0,0,3.99,0,0
7789155630166,Hons,Huevos,N/A,50.0,g,50 g,138,0,9.6,2.8,0,0,0,0,0,0,0,0.25,0,0
7796373000497,La Parmesana,Mostaza con Miel,salsa emulsionada a base de mostaza con miel.,12,g,1 cucharada (12 g),217,0,12.5,0,0,0,0,25,21.7,21.7,0,1.19,0,0
7790580133184,Arcor,Salsa lista Filetto,"salsa a base de tomate filetto, libre de gluten.",60,g,3 cucharas de sopa (60 g),31.7,0,0,0,0,0,0,7,4.5,1.83,1.33,0.29,0,0
7791337006775,Ser,Calci+ batido vainilla,N/A,120,N/A,120 g,68.3,0,1,0.583,0,0,0,10,0,0,0,0.0617,0,0
7792715078247,Monte lirio,Fideos dos vueltas,N/A,80,N/A,80 g,366,0,2.38,0.75,0,0,0,71.2,0,0,0,0.0538,0,0
7790150380161,La Virginia,Té con sabor Durazno,té con sabor durazno en saquitos ensobrados.,2,g,1 saquito 2 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7792052072809,Cuisine & Co.,Huevos Frescos Blancos Extra Grande,N/A,50,g,50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0049800321250,"Bettercreme,Rich's",Bettercreme Supremo,cobertura y relleno para pastelería y repostería.,36,g,2 cucharadas 36 g,322,0,18,18,0,0,0,39,38,0,0,0.063,0,0
0049800627680,"Gran American,Whip Topping,Prestige,Rich's",Gran American Prestige,cobertura y relleno para pastelería y repostería.,32,g,2 cucharadas 32 g,298,0,18,18,0,0,0,31,28,0,0,0.091,0,0
7793890258431,Oroweat,"Pan De Avena, Trigo, Chía Y Lino",N/A,45.0,g,1 rebanada (45 g),253,0,4.67,0.667,1.11,2.89,0,42.2,6.89,6.22,6.67,0.24,0,0
7790040136069,"Arcor,Hogareñas",Hogareñas 7 Semillas,"galletitas con semillas (quinoa, amaranto, lino, chía, avena, sésamo, amapola).",31.0,g,7 galletitas (31 g),425,0,16,1.3,12,1.6,0,61,5,5,6.2,0.8130000000000001,0,0
7792153202204,Cormillot,Galletitas dulces avena y pasas,N/A,30,g,30 g,400,0,11.7,0.667,0,0,0,63.3,0,0,0,0.167,0,0
2534568004128,"Chacinados Don Gino,Carnevali",Morcilla,Morcilla con cebolla,50,g,50 g,280,0,21,0,0,0,0,14.2,0,0,0,1.74,0,0
7798126073390,Gaona,Sabores de la vida - Avena y Chips,N/A,35,g,35g,134,0,4.2,0.7,0,0,0,22,7.6,7.6,1,0.026000000000000002,0,0
7790742193506,casanto,manteca,N/A,10,g,10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7802225688048,Arcor,Choc Kiss,galletas dulces con coco y chips sabor chocolate.,27.0,g,3 galletas 27 g,504,0,26,15,7.9,2.5,0.1,62,26,0,2.5,0.176,0,0.0003
7807910008354,Macima,Bebida Láctea en Polvo Instantanéa,N/A,N/A,N/A,800,453,0,18.2,11.4,0,0,0,0,37.3,0,0,0.1444,0,0
7793913013535,Tregar,Yogur Sabor Vainilla,N/A,125.0,g,125gr,92,0,1.44,0.96,0,0,0,15.2,14.4,8.8,0,0.0672,0,0
7791337060975,Casancrem,casancrem,N/A,N/A,N/A,N/A,36,0,2.1,1.3,0,0,0,2,0,0,0,0.22400000000000003,0,0
