food_id,serving_text,serving_weight,is_grams
914,1/2 alfajor (35 g),35,True
915,200 ML (un vaso),200.0,False
916,12 g,12.0,True
917,20 g,20,True
918,1 sobre 0.80 g,0.8,True
919,30g,30.0,True
920,30 g,30,True
921,200ml,200.0,False
922,100 g,,True
923,200g,200.0,True
924,25 g,25.0,True
925,200 g,200.0,True
926,30g,30,True
927,1 cuchara 20 g,20.0,True
928,100 g,,True
929,1 saquito 2 g,2.0,True
930,1 vaso 200 ml,200.0,False
931,14 unidades (25 g),25,True
932,50 g,50,True
933,15g,15.0,True
934,12g,12.0,True
935,250 ml,250,False
936,70 g,70.0,True
937,12 g,12.0,True
938,200 ml,200.0,False
939,1 saquito 2 g,2.0,True
940,12g,12,True
941,1 cuchara 12 g,12,True
942,20g,20.0,True
943,50 g (1/2 taza de té),50.0,True
944,200ml,200,False
945,200ml,200,False
946,100 g,,True
947,0.4ml,0.4,False
948,20 g,20,True
949,100 g,,True
950,250ml,250,False
951,80 g,80,True
952,50 g,50,True
953,1 unidad 75 g,75.0,True
954,1 saquito 1 g,1.0,True
955,5 g,5,True
956,100 g,,True
957,1 cuchara 20 g,20.0,True
958,100 g,,True
959,100 g,,True
960,12gr,12.0,True
961,30g,30.0,True
962,45g,45,True
963,55g,55,True
964,200g,200.0,True
965,10 gotas (0.50 ml),0.5,False
966,200 ml,200,False
967,100 g,,True
968,1 plato 80 g,80.0,True
969,100 g,,True
970,4 galletas 27 g,27,True
971,3 galletas 30 g,30.0,True
972,100 g,,True
973,30g,30.0,True
974,100 g,,True
975,4 galletas (30 g),30.0,True
976,200ml,200,False
977,60g,60,True
978,2 cucharadas 50 g (1.76 oz),49.895160700000005,True
979,100 g,,True
980,100 g,,True
981,20g,20,True
982,100 g,,True
983,1 portion (90 g),90.0,True
984,4 galletas 30 g,30.0,True
985,5 unidades (20 g),20.0,True
986,1 unidad 25 g,25,True
987,30 g,30,True
988,100 g,,True
989,100 g,,True
990,3 galletas (30 g),30.0,True
991,12 ml,12,False
992,3 galletas 28 g,28,True
993,200ml,200.0,False
994,32g,32,True
995,1.7 g,1.7,True
996,200 g,200.0,True
997,27 g,27,True
998,25g,25,True
999,50g,50,True
1000,4 galletas (30 g),30.0,True
1001,140g,140.0,True
1002,15 g,15,True
1003,0.8g,0.8,True
1004,160g,160.0,True
1005,5g,5,True
1006,4 galletitas/unidades 30 g,30,True
1007,100 g,,True
1008,47g,47,True
1009,1 barra (26 g),26.0,True
1010,6 quadradinhos/cuadrados 25 g,25.0,True
1011,1 unidad (38 g),38.0,True
1012,30g,30.0,True
1013,60g,60.0,True
1014,60 g,60.0,True
1015,100 g,,True
1016,una unidad 55 g,55.0,True
1017,200 ml,200,False
1018,1 cuchara 20 g,20,True
1019,80g,80.0,True
1020,1 unidad (38 g),38.0,True
1021,100 g,,True
1022,30g,30,True
1023,200 ml,200,False
1024,200ml,200.0,False
1025,15 g,15,True
1026,40 g,40,True
1027,30 g,30,True
1028,26 g,26.0,True
1029,100 g,,True
1030,35G,35,True
1031,12 g,12,True
1032,30g,30.0,True
1033,20g,20,True
1034,"1,5 L",1500.0,False
1035,2 unidades 30 g,30.0,True
1036,55g,55,True
1037,6 láminas (80 g),80,True
1038,30 g,30,True
1039,20 G,20,True
1040,2 rebanadas (50 g),50.0,True
1041,20g,20,True
1042,9 galletas 30 g,30.0,True
1043,200 ml,200,False
1044,30 g,30.0,True
1045,"1 alfajor (73,5 g)",73.5,True
1046,21g,21,True
1047,100 g,,True
1048,10g,10,True
1049,5g,5,True
1050,100 g,,True
1051,200ml,200,False
1052,1 plato 80 g,80.0,True
1053,50 g,50,True
1054,1 vaso (200 ml),200.0,False
1055,10 g,10,True
1056,1 cucharada 10 g,10,True
1057,100 g,,True
1058,100 g,,True
1059,1 alfajor 33 g,33,True
1060,30 g,30,True
1061,100 g,,True
1062,5g,5,True
1063,6 galletitas 34 g,34,True
1064,6 unidades 21 g,21,True
1065,200g,200.0,True
1066,40 g,40,True
1067,20 g,20.0,True
1068,30g,30,True
1069,4 unidades 20 g,20,True
1070,3/4 taza 30 g,30,True
1071,1 cuchara 10 ml,10.0,False
1072,1/5 paquete 100 g,100.0,True
1073,200 ml,200,False
1074,90g,90,True
1075,15 galletitas (30 g),30.0,True
1076,1 vaso 200 ml,200.0,False
1077,100 g,,True
1078,220g,220,True
1079,120g (1/2 taza),120,True
1080,10g,10.0,True
1081,25g,25,True
1082,7.5g,7.5,True
1083,"6 unidades (20,4 g)",20.4,True
1084,1.5 g,1.5,True
1085,16g,16,True
1086,100 g,,True
1087,30g,30,True
1088,50g,50.0,True
1089,100 g,,True
1090,31 g,31,True
1091,20 g,20,True
1092,60 g,60.0,True
1093,2 pieces/galletas (29 g),29.0,True
1094,30g,30.0,True
1095,1 alfajorcito (26.67 g),26.67,True
1096,1 plato 80 g,80.0,True
1097,50 g,50.0,True
1098,500g,500,True
1099,10g,10,True
1100,625g,625,True
1101,1 cuchara 20 g,20.0,True
1102,30g,30.0,True
1103,80 g,80,True
1104,50g,50,True
1105,120g,120,True
1106,25 g,25,True
1107,25g,25,True
1108,3g,3,True
1109,1 portion (60 g),60.0,True
1110,30 g,30.0,True
1111,26,,True
1112,30g,30,True
1113,1 portion (80 g),80.0,True
1114,100g,100,True
1115,3 cucharas 60 g,60,True
1116,25g,25,True
1117,50g,50,True
1118,14 crisps/unidades (1 oz / 28 g),28.0,True
1119,17.5g,17.5,True
1120,10 g,10,True
1121,30g,30.0,True
1122,15g,15,True
1123,80g,80.0,True
1124,0.80g,0.8,True
1125,30 g,30,True
1126,50g,50,True
1127,50g,50,True
1128,30g,30,True
1129,20g,20,True
1130,20g,20,True
1131,10g,10,True
1132,60g,60,True
1133,20g,20,True
1134,60 g,60,True
1135,12g,12,True
1136,4.75g,4.75,True
1137,200ml,200,True
1138,4g,4,True
1139,130g,130,True
1140,1 serving (30 g),30,True
1141,5 g (1 cuchara de té),5,True
1142,200ml,200,False
1143,130g,130.0,True
1144,200 g,200.0,True
1145,80g,80.0,True
1146,33g,33,True
1147,30g,30,True
1148,60 g,60,True
1149,20g,20,True
1150,30g,30,True
1151,15g,15,True
1152,177 g,177.0,True
1153,120g,120.0,True
1154,100 g,,True
1155,30g,30,True
1156,200ml,200,False
1157,1 serving (200 g),200.0,True
1158,125g,125.0,True
1159,150g,150.0,True
1160,200 ml,200,False
1161,20g,20,True
1162,18g,18,True
1163,220ml,220,False
1164,"72,5g",72.5,True
1165,1 portion (160 g),160.0,True
1166,80 g,80,True
1167,200ml,200.0,False
1168,30 g,30.0,True
1169,200 ml,200,False
1170,1 unidad (25 g),25,True
1171,1 vaso 200 ml,200,False
1172,4 unidades/unidade (30 g),30.0,True
1173,200 ml,200,False
1174,200ml,200.0,False
1175,80 g,80,True
1176,15g,15,True
1177,100 g,,True
1178,60g,60,True
1179,1 envase (85 g),85,True
1180,25 g,25.0,True
1181,100 g,,True
1182,20 g,20,True
1183,"9 gotas (0,45 ml)",0.45,False
1184,30g,30.0,True
1185,1 vaso 200 ml,200.0,False
1186,1 plato 80 g,80,True
1187,20g,20,True
1188,185g,185.0,True
1189,25 g,25,True
1190,12 crisps/unidades 25 g,25,True
1191,1g,1,True
1192,1g,1,True
1193,30g,30.0,True
1194,20g,20,True
1195,5ml,5,True
1196,20 g,20,True
1197,25g,25,True
1198,200 g,200.0,True
1199,15g,15,True
1200,60g,60,True
1201,1/2 taza de té 130 g,130,True
1202,30g,30,True
1203,12g,12,True
1204,100 g,100.0,True
1205,12g,12,True
1206,1.77 oz (50 g),50,True
1207,100g,100,True
1208,50g,50,True
1209,50g,50,True
1210,140g,140.0,True
1211,140g,140.0,True
1212,25g,25,True
1213,20g,20.0,True
1214,12g,12.0,True
1215,1 cuchara 12 g,12,True
1216,20g,20,True
1217,25g,25,True
1218,25g,25,True
1219,1 unidad (55 g),55.0,True
1220,2 slices,,True
1221,1 serving (60 g),60,True
1222,1.6g,1.6,True
1223,18g,18,True
1224,60g,60,True
1225,1 portion (200 ml),200.0,False
1226,30g,30,True
1227,50g,50,True
1228,45g,45,True
1229,100 g,,True
1230,100 g,,True
1231,10 g,10,True
1232,200ml,200,False
1233,30g,30.0,True
1234,4 galletas 30 g,30.0,True
1235,5g,5,True
1236,1 vaso 200 ml,200.0,False
1237,4 unidades (30 g),30.0,True
1238,1/4 taza 50 g,50.0,True
1239,2 cucharas 30 g,30,True
1240,1 saquito 2 g,2.0,True
1241,200 ml,200,False
1242,50g,50.0,True
1243,6 galletitas/crackers 29.2 g,29.2,True
1244,7 galletitas 31 g,31,True
1245,30g,30,True
1246,50g,50,True
1247,30g,30,True
1248,10 g,10.0,True
1249,100 g,,True
1250,50 g (1 1/2 rebanadas),50,True
1251,28g,28,True
1252,"4,75g",4.75,True
1253,50g,50,True
1254,50g,50,True
1255,30g,30,True
1256,1 portion (50 g),50.0,True
1257,200g,200,True
1258,100 g,,True
1259,30g,30,True
1260,30g,30,True
1261,100g,100,True
1262,200 g,200.0,True
1263,30 g,30,True
1264,1 plato 80 g,80.0,True
1265,100g,100,True
1266,1 vaso 200 ml,200,False
1267,1 portion (100 g),100.0,True
1268,30g,30,True
1269,100 g,,True
1270,30g,30,True
1271,25g,25,True
1272,30 g,30.0,True
1273,100 g,,True
1274,1 cuchara 1.9 g,1.9,True
1275,100g,100.0,True
1276,41.5 g,41.5,True
1277,500g,500,True
1278,6,,True
1279,200ml,200,False
1280,26g,26,True
1281,13 g,13,True
1282,2 portion (60 g),60,True
1283,4 galletitas 28 g,28,True
1284,"12,5 g",12.5,True
1285,6 cuadraditos 22 g,22.0,True
1286,7 cookies (31 g),31.0,True
1287,7 galletas 35 g,35.0,True
1288,50 g,50.0,True
1289,1 unidad (25 g),25.0,True
1290,6 aceitunas 20 g,20.0,True
1291,100 g,,True
1292,15g,15,True
1293,200ml,200,False
1294,35g,35,True
1295,30 g,30,True
1296,"2 unidades 9,4 g",9.4,True
1297,0.4ml,0.4,False
1298,30g,30.0,True
1299,un envase 30 g,30,True
1300,100 g,,True
1301,9 g,9,True
1302,1 saquito 2 g,2,True
1303,25 g,25,True
1304,120g,120,True
1305,100 g,,True
1306,100 g,,True
1307,30g,30,True
1308,50g,50,True
1309,50 g,50,True
1310,200ml,200,False
1311,200ml,200,True
1312,80 g,80,True
1313,100 g,,True
1314,1 unidad (80 g),80.0,True
1315,100g,100,True
1316,20g,20,True
1317,130g,130,True
1318,30g,30,True
1319,9 G,9,True
1320,42g,42,True
1321,13ml,13,False
1322,40g,40,True
1323,100 g,,True
1324,13g,13,True
1325,30g,30,True
1326,200ml,200,True
1327,100 g,,True
1328,100 g,,True
1329,100 g,,True
1330,10 unidades 20 g,20.0,True
1331,1 cuchara de sopa (20 g),20,True
1332,100 g,,True
1333,3/4 taza 30 g,30,True
1334,70 g,70,True
1335,1 cuchara 20 g,20,True
1336,1/2 cubo 4.75 g,4.75,True
1337,3 cucharas 30 g,30,True
1338,15 g,15,True
1339,5g,5,True
1340,80g (deep plate),80,True
1341,4.5g,4.5,True
1342,25g,25,True
1343,1 unidad 80 g,80,True
1344,2 galletitas/cookies 24 g,24.0,True
1345,1 plato (80 g),80.0,True
1346,25 g,25,True
1347,200ml,200,False
1348,30g,30,True
1349,25g,25,True
1350,30 g,30,True
1351,"17,5 g",17.5,True
1352,3 unidades (28.5 g),28.5,True
1353,"12,5 g",12.5,True
1354,20g,20,True
1355,1 1/2 cuchara de sopa (20 g),20,True
1356,100g,100.0,True
1357,100 g,,True
1358,200 ml,200,False
1359,50 g,50.0,True
1360,50g,50.0,True
1361,200ml,200,False
1362,25g,25,True
1363,300mg,0.3,True
1364,26 galletitas/snacks (25 g),25.0,True
1365,35g,35,True
1366,30g,30,True
1367,200ml,200,False
1368,30 g,30,True
1369,25g,25,True
1370,1/2 segundo de rociado 0.5 g,0.5,True
1371,1 colher de sopa (20 g),20.0,True
1372,2 slices (50 g),50.0,True
1373,20g,20,True
1374,50g,50,True
1375,100 g,,True
1376,30 g,30,True
1377,3g,3,True
1378,1 portion (50 g),50.0,True
1379,20g,20,True
1380,350g,350.0,True
1381,100 g,,True
1382,2 unidades 55 g,55,True
1383,25g,25,True
1384,3 galletas (30 g),30.0,True
1385,1/6 tableta/bar (25 g),25.0,True
1386,12g,12,True
1387,1 vaso 200 ml,200,False
1388,200 ml,200.0,False
1389,30 g,30,True
1390,100 g,,True
1391,25g,25,True
1392,30 g,30,True
1393,1 unidad (38 g),38.0,True
1394,100 g,100,True
1395,100 g,100,True
1396,60 g,60,True
1397,30g,30,True
1398,200ml,200,False
1399,20 g,20,True
1400,140 g,140.0,True
1401,200 ml,200,False
1402,30 g,30.0,True
1403,5 galletitas 30 g,30.0,True
1404,"0,8 G",0.8,True
1405,100 g,100,True
1406,200ml,200,False
1407,200ml,200,False
1408,1 cuchara 10 g,10,True
1409,120g,120.0,True
1410,13ml,13,False
1411,1 l,1000,False
1412,30g,30,True
1413,30 g,30,True
1414,30g,30,True
1415,166g,166.0,True
1416,1 unidad (55 g),55.0,True
1417,118g,118,True
1418,1 barra/bar (23 g),23.0,True
1419,20gr,20,True
1420,15 g,15,True
1421,13 ml,13,False
1422,115g,115,True
1423,1 portion (25 g),25.0,True
1424,50g,50,True
1425,1 alfajor 70 g,70,True
1426,60g,60,True
1427,50g,50,True
1428,24g,24,True
1429,1 barra 12 g,12,True
1430,1 serving (18 g),18.0,True
1431,1 portion (64 g),64.0,True
1432,160g,160.0,True
1433,5 ml,5.0,False
1434,60g,60.0,True
1435,30g,30,True
1436,190 g,190.0,True
1437,30g,30,True
1438,130g,130,True
1439,"46,7g",46.7,True
1440,10 g (1 cucharada de té),10.0,True
1441,6 obleas (28 g),28.0,True
1442,200 ml (1 vaso),200,False
1443,100 g,100,True
1444,160 g,160.0,True
1445,200 ml,200,False
1446,200 ml,200,False
1447,1 portion (30 g),30.0,True
1448,50g,50,True
1449,100 g,,True
1450,2 alfajores 46 g,46,True
1451,1 vaso 200 ml,200,False
1452,0.5g,0.5,True
1453,27g,27,True
1454,6 galletitas 26 g,26,True
1455,"32,4g",32.4,True
1456,30g,30,True
1457,30 g,30,True
1458,1.4g,1.4,True
1459,un vaso 200 ML,200,False
1460,200ml,200,True
1461,"8,4 g",8.4,True
1462,120g,120,True
1463,60g,60,True
1464,10g,10,True
1465,12 g,12,True
1466,20g,20,True
1467,1 cuchara de sopa (13 ml),13,False
1468,50 g (1/2 taza),50,True
1469,100g,100.0,True
1470,20g,20,True
1471,4 quadradinhos (25 g),25.0,True
1472,3 galletas 30 g,30,True
1473,100 g,,True
1474,100 g,,True
1475,100 g,,True
1476,180 g,180.0,True
1477,25g,25.0,True
1478,4 unidades 20 g,20,True
1479,200ml,200,False
1480,3 portion (30 g),30,True
1481,39g,39,True
1482,40g,40,True
1483,10 g,10,True
1484,95g,95,True
1485,95g,95,True
1486,40 g,40,True
1487,3g,3,True
1488,200 ml,200.0,False
1489,50g,50,True
1490,30g,30,True
1491,1 portion (25 g),25,True
1492,100 g,,True
1493,30 g,30,True
1494,100g,100,True
1495,200ml,200.0,False
1496,5 pieces 30 g,30,True
1497,200ml,200.0,False
1498,10g,10,True
1499,200 ml,200,False
1500,100 g,,True
1501,4 galletitas/cookies (28 g),28.0,True
1502,7 galletitas/crackers (31 g),31.0,True
1503,5 galletas 30 g,30.0,True
1504,1 portion (68 g),68.0,True
1505,60g,60,True
1506,20g,20,True
1507,100 g,,True
1508,"1,5g",1.5,True
1509,55 g,55,True
1510,40g,40.0,True
1511,26g,26.0,True
1512,100g,100,True
1513,63 g,63,True
1514,1 porcion*(3 rebanadas) (63 g),63.0,True
1515,50 g,50,True
1516,50 g,50,True
1517,13 g,13,True
1518,100 g,,True
1519,20 g,20,True
1520,30 g,30,True
1521,30 g,30.0,True
1522,80 g,80,True
1523,120 g,120,True
1524,120 g,120,True
1525,30 g,30,True
1526,2 galletas 30 g,30.0,True
1527,120g,120.0,True
1528,30g,30,True
1529,1 vaso (200 ml),200.0,False
1530,35g,35.0,True
1531,40 g,40.0,True
1532,200 ml,200,False
1533,20 g,20,True
1534,50g,50,True
1535,30 g,30,True
1536,"6,25g",6.25,True
1537,200 ml,200.0,False
1538,25 g,25,True
1539,175 g,175.0,True
1540,200 ml,200,False
1541,175 g,175.0,True
1542,200 ml,200,False
1543,100 g,,True
1544,20 g,20,True
1545,1 vaso (200 ml),200.0,False
1546,25 g,25,True
1547,25 g,25,True
1548,25 g,25,True
1549,140 g,140,True
1550,1 vaso 200 ml,200,False
1551,500ml,500,False
1552,130g,130.0,True
1553,1l,1000,False
1554,"0,6 g",0.6,True
1555,20 g,20,True
1556,60 g,60,True
1557,80g,80,True
1558,30 g,30,True
1559,200ml,200,True
1560,100 g,,True
1561,30 g,30,True
1562,200 ml,200.0,False
1563,200 ml,200,False
1564,25 g,25,True
1565,"Medio cubito 4,75 g",4.75,True
1566,120 g,120.0,True
1567,100 g,,True
1568,17 g,17,True
1569,132 g,132.0,True
1570,1/2 taza 130 g,130.0,True
1571,"12,5 g",12.5,True
1572,160 g,160.0,True
1573,125 g,125.0,True
1574,20 g,20,True
1575,30g,30,True
1576,16g,16,True
1577,35 g,35.0,True
1578,20 g,20,True
1579,20 g,20,True
1580,25 g,25,True
1581,25 g,25,True
1582,25 g,25,True
1583,5 galletas 31 g,31,True
1584,30 g,30,True
1585,5g,5,True
1586,120g,120.0,True
1587,160 g,160.0,True
1588,33 g,33,True
1589,157 g,157.0,True
1590,40 g,40,True
1591,"0,8",,True
1592,30 g,30.0,True
1593,200 ml,200.0,False
1594,200ml,200,False
1595,200ml,200,False
1596,5 galletas/crackers (29 g),29.0,True
1597,31g,31,True
1598,1 cuchara 20 g,20.0,True
1599,30 g,30,True
1600,30 g,30.0,True
1601,200ml,200,True
1602,200 ml,200,False
1603,4 galletas 30 g,30,True
1604,160 g,160.0,True
1605,60 g,60,True
1606,30g,30,True
1607,40g,40,True
1608,100 g,,True
1609,1 portion (85 g),85,True
1610,25 g,25,True
1611,3 g,3,True
1612,200ml,200,False
1613,25 g,25,True
1614,1 vaso (200 ml),200.0,False
1615,95 g,95,True
1616,140 g,140.0,True
1617,20g,20,True
1618,100 g,,True
1619,30 g,30.0,True
1620,120 g,120.0,True
1621,200 ml,200,False
1622,100 g,,True
1623,125 g,125.0,True
1624,6g,6,True
1625,6 galletitas (29 g),29.0,True
1626,20g,20,True
1627,13 ml (1 cuchara de sopa),13.0,False
1628,24 g,24,True
1629,20g,20,True
1630,200 ml,200,False
1631,30g,30,True
1632,25g,25,True
1633,130g,130,True
1634,100 g,,True
1635,30 g,30,True
1636,0.45ml,0.45,True
1637,35g,35,True
1638,2 tbsp (20 g),20.0,True
1639,1/2 taza 130 g,130.0,True
1640,12 g,12,True
1641,20g,20,True
1642,20g,20,True
1643,0g,,True
1644,100 g,,True
1645,4 galletas/biscoitos/cookies (30 g),30,True
1646,12g,12,True
1647,19 g,19,True
1648,30 g,30.0,True
1649,30g,30.0,True
1650,80 g,80,True
1651,50g,50,True
1652,100 g,,True
1653,5 g,5,True
1654,30 g (5.5 unidades),30.0,True
1655,200ml (1 vaso),200.0,False
1656,200g,200,True
1657,200ml,200.0,False
1658,100g,100,True
1659,1/2 alfajor (35 g),35.0,True
1660,100 g,100,True
1661,100 g,,True
1662,45g,45,True
1663,60,,True
1664,80g,80,True
1665,30g,30,True
1666,100 g,,True
1667,185 g,185.0,True
1668,un vaso 200 ml,200,False
1669,3 galletas 30 g,30.0,True
1670,20g,20,True
1671,120 g,120.0,True
1672,"12,5 g",12.5,True
1673,100 g,,True
1674,30g,30.0,True
1675,1 unidad 100 g,100,True
1676,30g,30,True
1677,30g,30,True
1678,200ml,200,True
1679,10 g,10,True
1680,12g,12,True
1681,200 ml,200,False
1682,200 ml,200,False
1683,200ml,200,False
1684,30 g,30,True
1685,30 g,30,True
1686,1 tableta (25 g),25.0,True
1687,26.5 g (2 galletitas),26.5,True
1688,1 plato 80 g,80,True
1689,200ml,200,False
1690,200 g,200.0,True
1691,30 g,30.0,True
1692,10 g,10,True
1693,13 ml,13,False
1694,1 cuchara de sopa (13 ml),13,False
1695,1 portion (87 g),87.0,True
1696,200ml,200.0,False
1697,15ml,15.0,False
1698,"1,5 rebanadas 50 g",50,True
1699,130g,130,True
1700,50g,50,True
1701,190 g,190.0,True
1702,20 g,20,True
1703,30 g,30,True
1704,1 unidad/piece 38 g / 1.3 oz,36.854380062500006,True
1705,6 galletas 30 g,30.0,True
1706,28 g,28.0,True
1707,1 taza (30 g),30.0,True
1708,2 galletas 30 g,30,True
1709,20 g,20.0,True
1710,120 g,120,True
1711,21g,21,True
1712,30g,30,True
1713,67 g,67.0,True
1714,375ml,375,False
1715,100 g,,True
1716,40 g,40.0,True
1717,1 cuchara 10 g,10,True
1718,3/4 taza 30 g,30,True
1719,10 g,10,True
1720,"0,8 g",0.8,True
1721,30g,30,True
1722,25g,25,True
1723,32 g,32,True
1724,15 unidades 30 g,30,True
1725,1 barra 23 g,23.0,True
1726,30g,30,True
1727,21g,21,True
1728,2 unidades (20 g),20.0,True
1729,200 ml,200.0,False
1730,200 ml,200,False
1731,10 g (1 cuchara de sopa),10.0,True
1732,2 unidades (25 g),25,True
1733,250 ml,250.0,False
1734,100g,100.0,True
1735,60g,60,True
1736,120 g,120,True
1737,140 g,140.0,True
1738,120 g,120,True
1739,20 g,20,True
1740,34g,34,True
1741,30 g,30,True
1742,25 g,25,True
1743,200ml,200,False
1744,39 g,39,True
1745,5 galletas 34 g,34,True
1746,25g,25,True
1747,10g,10,True
1748,40g,40,True
1749,3 galletas 32 g,32.0,True
1750,200 ml,200,False
1751,140 g,140.0,True
1752,200 ml,200,False
1753,250 ml,250.0,False
1754,40 g,40,True
1755,100 g,,True
1756,"1 unidad (41,5 g)",41.5,True
1757,200 g,200.0,True
1758,40 g,40,True
1759,1/5 package / paquete 100 g,100.0,True
1760,200g,200.0,True
1761,2 unidades 3.3 g,3.3,True
1762,1 cucharada 12 g,12,True
1763,27g,27,True
1764,1 cucharada 20 g,20,True
1765,"13,5 g",13.5,True
1766,3 galletas 32 g,32,True
1767,25g,25,True
1768,25 g,25,True
1769,25 g,25.0,True
1770,1/2 cubo (4.75 g),4.75,True
1771,1 alfajor 70 g,70,True
1772,60 g (1 unidad),60,True
1773,1.77 10 (50 g),50.0,True
1774,200 ml,200,False
1775,25 g,25,True
1776,15 gotas (0.85 ml),0.85,False
1777,25g,25,True
1778,12 g,12,True
1779,200 g,200.0,True
1780,200 ml,200,False
1781,10 ml,10,False
1782,80 g,80,True
1783,12 g,12,True
1784,200 ml,200.0,False
1785,375g,375,True
1786,1 vaso 200 ml,200,False
1787,1 barra 26 g,26,True
1788,100 g,,True
1789,100 g,,True
1790,200g,200,True
1791,200ml,200,False
1792,5g,5.0,True
1793,100 g,,True
1794,1 portion (130 g),130.0,True
1795,29g,29,True
1796,240g,240,True
1797,1 plato 80 g,80,True
1798,1 cuadrado 16 g,16.0,True
1799,30.0 g,30,True
1800,100g,100,True
1801,1 plato 80 g,80,True
1802,6 galletas 30 g,30,True
1803,100 g,,True
1804,200.0g,200,True
1805,30 g,30,True
1806,13 ml,13,False
1807,1 portion (30 g),30.0,True
1808,33 g,33,True
1809,30 g,30,True
1810,50g,50,True
1811,20g,20,True
1812,1 cuchara sopera (20 g),20.0,True
1813,40 g,40,True
1814,0.45 ml,0.45,True
1815,13 ml,13,False
1816,44g,44,True
1817,1 pouch (90 g),90.0,True
1818,30g,30,True
1819,20 g,20,True
1820,5 cucharadas sopear (50 g),50.0,True
1821,2 rebanadas 50 g,50.0,True
1822,33.0g,33,True
1823,105 g,105,True
1824,13ml,13,False
1825,80g,80,True
1826,10 galletas 30 g,30,True
1827,200 ml,200.0,False
1828,30g,30,True
1829,10g,10,True
1830,160g,160.0,True
1831,190g,190.0,True
1832,28 g (1 unidad),28.0,True
1833,25g,25,True
1834,4 cucharas de té (30 g),30.0,True
1835,30 g,30.0,True
1836,1 tbsp (20 g),20.0,True
1837,15g,15,True
1838,200.0g,200.0,True
1839,20 g,20.0,True
1840,20g,20,True
1841,120 g,120,True
1842,1 rebanada (30 g),30,True
1843,200ml,200,True
1844,60 g,60,True
1845,20g,20,True
1846,50g,50,True
1847,1 unidad 85 g,85.0,True
1848,65 g,65.0,True
1849,30 g,30,True
1850,125 g,125.0,True
1851,4 galletas 31 g,31,True
1852,300g,300.0,True
1853,2 galletitas 25 g,25.0,True
1854,25g,25,True
1855,100 g,100.0,True
1856,40 g (1/2 taza),40.0,True
1857,250ml,250,True
1858,100 g,,True
1859,95 g,95,True
1860,120g,120.0,True
1861,1 cucharada 15 g,15,True
1862,55 g,55,True
1863,25 g,25.0,True
1864,200.0g,200.0,True
1865,200ml,200.0,False
1866,20g,20,True
1867,2g,2,True
1868,1 envase 30 g,30.0,True
1869,15.0g,15,True
1870,100 g,100,True
1871,0.5g,0.5,True
1872,4 cucharas (30 g),30,True
1873,un envase 30 g,30.0,True
1874,1 plato 80 g,80,True
1875,"72,5g",72.5,True
1876,30g,30,True
1877,200 ml,200,True
1878,1 alfajor (46 g),46.0,True
1879,38.0g,38,True
1880,30 g (5 galletas),30,True
1881,2 galletitas 25 g,25.0,True
1882,50g,50,True
1883,30g,30,True
1884,1 vaso 200 ml,200,False
1885,60.0g,60,True
1886,100 g,,True
1887,25 g,25,True
1888,60 g,60,True
1889,200.0g,200,True
1890,200 ml (1 vaso),200,False
1891,750 ml,750,False
1892,200.0g,200,True
1893,1  unidad (25 g),25.0,True
1894,2.5g,2.5,True
1895,150.0g,150,True
1896,1 cuchara 12 g,12,True
1897,45 g,45,True
1898,50g,50,True
1899,50g,50,True
1900,50 g,50,True
1901,10 g (1 cucharada de té),10.0,True
1902,40g,40.0,True
1903,60 g,60.0,True
1904,30g,30,True
1905,1 serving (30 g),30.0,True
1906,30g,30,True
1907,50g,50,True
1908,25.0g,25,True
1909,4 cucharadas 12.5 g,12.5,True
1910,118 g,118,True
1911,un vaso 200 ml,200.0,False
1912,25 g,25,True
1913,25 g,25,True
1914,200ml,200,False
1915,50 g,50,True
1916,7g,7,True
1917,200ml,200,True
1918,30 g,30,True
1919,1 vaso 200 ml,200,False
1920,40g,40.0,True
1921,0.6g,0.6,True
1922,13ml,13,False
1923,85 g,85,True
1924,200 ml,200,False
1925,15 g,15,True
1926,1 cuchara 20 g,20,True
1927,un saquito 7 g,7,True
1928,6 galletas 26g,26,True
1929,2 galletas 25 g,25,True
1930,30 g,30.0,True
1931,200ml,200,True
1932,1 vaso (200 ml),200.0,False
1933,200.0g,200.0,True
1934,130g,130,True
1935,"un sobre 0,8 g",0.8,True
1936,80 g,80,True
1937,120g,120.0,True
1938,20g,20,True
1939,20 g,20,True
1940,1 unit (8 g),8,True
1941,1 cucharada 15 g,15,True
1942,"12,5 g",12.5,True
1943,100 g,,True
1944,100 g,,True
1945,200 g,200.0,True
1946,140 g,140.0,True
1947,2g,2,True
1948,20 g (1 unidad),20.0,True
1949,6 galletas 32 g,32.0,True
1950,12.6 g,12.6,True
1951,1 alfajor 73 g,73.0,True
1952,25 g,25,True
1953,18 g,18.0,True
1954,105 g,105,True
1955,38 g,38,True
1956,50.0g,50,True
1957,10g,10,True
1958,140 g,140,True
1959,80 g,80,True
1960,100 g,,True
1961,1 vaso 200 ml,200.0,False
1962,30 g,30,True
1963,12g,12,True
1964,100 g,,True
1965,12g,12,True
1966,30g,30,True
1967,30 g,30.0,True
1968,5 galletas 30g,30,True
1969,100 g,100,True
1970,100 g,,True
1971,200 ml,200,False
1972,13 ml,13.0,False
1973,1 alfajor 24 g,24,True
1974,60 g,60,True
1975,120 g,120.0,True
1976,23g,23,True
1977,54g,54,True
1978,60 g,60,True
