food_id ,calories,protein,fat,saturated_fat,monounsaturated_fat,polyunsaturated_fat,trans_fat,carbohydrates,total_sugars,added_sugars,fiber,sodium,potassium,cholesterol
1343,276,0,12,1.25,3.75,7.5,0,30,0,0,3.5,0.362,0,0
1344,415,0,12,5.3,0,0,0,70,32,0,0,0.2,0,0
1345,358,0,0.125,0,0,0,0,81.2,0,0,1.62,0.07,0,0
1346,544,0,31.2,16.8,0,0,0,60,0,0,0,0.244,0,0
1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,187,0,14.3,8.33,0,0,0.333,6.67,0,0,0,0.366,0,0
1349,540,0,34,3.6,0,0,0,52,2.8,0,4.4,0.492,0,0
1350,516,0,31.1,8.8,0,0,100,54.3,3.2,2,2.4,0.648,0,0
1351,543,0,29.1,7.43,0,0,0,57.1,42.3,0,0,68.6,0,0
1352,523,0,29.5,15.1,38.6,9.47,0.351,56.1,42.1,0,2.11,0.102,0,0.00702
1353,381,0,5.1,3.4,0,0,0.8,76,0,0,2.2,0.395,0,0
1354,41.2,0,0,0,0,0,0,10.3,0,0,0,0,0,0
1355,300,0,7.3,4.3,2.2,0.3,0,55,54,50,1.1,0.13,0,0.0086
1356,110,0,1,0,0,0,0,27,0,0,4,0,0,0
1357,5,0,0,0,0,0,0,18,0,0,0,0,0,0
1358,26,0,0,0,0,0,0,6.5,6.5,0,0,0.009,0,0
1359,324,0,0,0,0,0,0,74,0,0,1.4,0,0,0
1360,486,0,24.8,4.6,2,18.2,0,54.4,0,0,6.6,1.06,0,0
1361,0,0,0,0,0,0,0,0,0,0,0,20.3,0,0
1362,420,0,22.4,1.2,0,0,0,48,0,0,0,0.268,0,0
1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,473,0,22,5.3,13,2,0.5,60,1.2,0,2.2,1.124,0,0.017
1365,343,0,1.43,0,0,0,0,77.1,0,0,5.71,0,0,0
1366,367,0,8.67,1.67,0,0,0,60,0,0,9.33,12,0,0
1367,49,0,2,1.25,0,0,0,4.7,0,0,0,49,0,0
1368,397,0,5.67,2.67,0,0,0,6.67,0,0,0,193,0,0
1369,538,0,38,22.8,0,0,0,42,0,0,10.4,0,0,0
1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,125,0,0,0,0,0,0,25.5,0,0,27.5,0,0,0
1372,282,0,2.8,1,0,0,0,56,0,0,5,0.44,0,0
1373,330,0,0,0,0,0,0,80,0,0,0,0,0,0
1374,388,0,5.2,5.2,0,0,0,72,0,0,8,0.744,0,0
1375,595,0,50,6.4,0,0,0,9.9,3.6,0,8.6,0.389,0,0
1376,413,0,11.7,0,0,0,0,73.3,10,0,6.67,0.533,0,0
1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,338,0,0,0,0,0,0,78,0,0,0,0,0,0
1379,200,0,0,0,0,0,0,37,0,0,15,0.102,0,0
1380,169,0,9.2,3.1,0,0,0,14,2.3,0,0,0.336,0,0
1381,300,0,2.8,0,0,0,0,80,0,1.66666666666667,0,0,0,0
1382,285,0,6,3.09,0,0,0,49.1,1.64,0,2.18,0.507,0,0
1383,348,0,2.8,0.8,0,0,0,72,2.8,0,0,3.2,0,0
1384,363,0,0,0,0,0,0,83.3,0,0,0,0.493,0,0
1385,545,0,32,19,11,1.1,0,57,51,0,0,0.156,0,0.016
1386,183,0,15.8,0,0,0,0,10,4.17,0,0,0.754,0,0
1387,18.5,0,1.6,1.35,0,0,0,0.8,0,0,0.65,0.033,0,0
1388,24,0,0,0,0,0,0,6,6,0,0,0.045,0.012,0
1389,430,0,22,9.67,0,0,0,53.3,0,0,0,0.173,0,0
1390,289,0,1,0,0,0,0,90,1,0,10,0,0,0
1391,396,0,0,0,0,0,0,20,0,0,0,76,0,0
1392,489,0,16,7.4,0,0,0.1,77,0,0,0.3,0.303,0,0
1393,421,0,14.5,7.89,0,0,0.526,68.4,0,0,1.84,0.111,0,0
1394,91,0,1.4,0.9,0,0,0,16,0,0,1.2,0.107,0,0
1395,151,0,3.1,1.9,0,0,0,27,0,0,0,0.089,0,0
1396,368,0,13.5,10,0,0,0.5,56.7,0,0,0.5,0.155,0,0
1397,347,0,2,0.333,0,0,0,70,0,0,3.67,7.11e-06,0,0
1398,135,0,2.6,1.6,0,0,0,22,22,0,0,0.117856,0,0
1399,386,0,2,1,0,0,0,89,78,0,3,0.014,0,0
1400,97.9,0,3.21,1.93,0,0,0,12.9,0,0,0,0.0707,0,0
1401,21,0,0,0,0,0,0,5,5,0,0,0.016,0,0
1402,343,0,5.67,0,0,0,0,73.3,0,0,5,0,0,0
1403,437,0,14,6.33,0,0,1,66.7,0,0,2.67,0.117,0,0
1404,350,0,0,0,0,0,0,87.5,0,0,0,1.25,0,0
1405,149,0,3,1.8,0,0,0,27,0,0,0,0.096,0,0
1406,52,0,0,0,0,0,0,13,0,0,0.3,0.0224,0,0
1407,40,0,1,0.6,0,0,0,4.8,0,0,0,0.049,0,0
1408,740,0,82,51,0,0,3,0,0,0,0,0.14,0,0
1409,61.7,0,1.25,0.75,0,0,0,0,0,0,0,0.0608,0,0
1410,831,0,92.3,15.4,63.8,12.3,0,0,0,0,0,0,0,0
1411,0,0,0,0,0,0,0,0,0,0,0,0.022,0.0016,0
1412,453,0,15.7,7.33,0,0,0,63.3,0,0,0,0.152,0,0
1413,519,0,31,17,0,0,0,60,0,0,0,0.247,0,0
1414,520,0,27,12,0,0,0,63.3,0,0,0,0.21,0,0
1415,89.2,0,0,0,0,0,0,17.5,11.4,0,0,0.0979,0,0
1416,467,0,21.8,10.2,5.27,6.36,0,67.3,0,0,0.364,0.14,0,0
1417,156,0,4.66,2.88,0,0,0,24.6,0,0,0.593,0.10600000000000001,0,0
1418,402,0,13,1.6,9.5,1.3,0,66,27,27,3.3,0.159,0,0
1419,545,0,33.5,6,0,0,0,0,34,23,3,0,0,0
1420,1050,0,20.7,20,0,0,0,0,0,0,0,0.333,0,0
1421,831,0,92.3,10,22.3,60,0,0,0,0,0,0,0,0
1422,186,0,6.35,3.22,0,0,0,28.7,0,0,0,0.0813,0,0
1423,412,0,8.4,0,0,0,0,76,0,0,0.8,0,0,0
1424,486,0,34,5.4,0,0,0,34,0,0,10,0.0584,0,0
1425,380,0,14.1,8.57,0,0,2.29,56,0,0,0,0.13,0,0
1426,285,0,6,3,0,0,0,51.7,0,0,1,0.448,0,0
1427,332,0,0,0,0,0,0,76,0,0,2,0,0,0
1428,95,0,1.4,0,1,0.2,0,18,0,0,2.4,0.19100799999999998,0,0
1429,467,0,20,16.7,0,0,0,64.2,0,0,0,0.05,0,0
1430,528,0,28.9,17.2,0,0,0,61.1,55.6,0,2.78,0.139,0,0
1431,433,0,18.8,9.38,0,0,0,56.2,3.91,0,3.91,1.97,0,0
1432,51.2,0,0,0,0,0,0,8.75,0,0,0,0.05,0,0
1433,0.6,0,0,0,0,0,0,0.12,0.07,0,0.03,0.084,0,0
1434,112,0,2,0.667,0,0,0,0,0,0,0,0.1,0,0
1435,500,0,23.7,7,0,0,0,73.3,0,0,0,0.0733,0,0
1436,79.5,0,2,1.21,0,0,0,11.6,10.8,0,0,0.0521,0,0
1437,497,0,28.3,7.33,0,0,0,50,0,0,2.33,0.0677,0,0
1438,20,0,0,0,0,0,0,3.85,0,0,0.923,0.0151,0,0
1439,368,0,12.2,6.85,0,0,0.42800000000000005,57.8,0,0,1.71,0.14400000000000002,0,0
1440,220,0,20,10,0,0,0,2,2,2,0,0.75,0,0
1441,509,0,23,11,9.7,1.3,0.7,69,43,43,1.1,0.162,0,0.044
1442,41,0,0,0,0,0,0,9.5,8.5,0,0.55,0,0,0
1443,168,0,8.3,5,0,0,0.3,19,0,0,1.1,0.087,0,0
1444,75.6,0,1.88,1.38,0,0,0,12.8,0,0,0.00169,0,0,0
1445,58,0,3,1.7,0,0,0,4.7,0,0,0,0.039,0,0
1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,353,0,14,6.67,0,0,0,50,0,0,3,0.62,0,0
1448,219,0,3.4,0.9,1.1,0.9,0,38,2.9,0,5,0,0,0
1449,550,0,35,16,0,0,0,44,42,0,3.4,0.106,0,0
1450,391,0,11.5,5.87,0,0,0.21700000000000003,65.2,0,0,1.96,0.172,0,0
1451,21,0,0,0,0,0,0,5,5,0,0,0.009,0,0
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,439,0,9.85,4.3,0,0,0,72.6,0,0,6.74,0,0,13
1454,447,0,13,1.6,8.6,2.2,0,74,16,0,2.5,0.392,0,0
1455,377,0,13,6.79,0,0,0,58.6,0,0,2.47,34.5,0,0
1456,477,0,19.6,8.6,0,0,0.0004,68.7,0,0,1.8,0.287,0,0
1457,323,0,0,0,0,0,0,76.7,53.3,0,0,0.0333,0,0
1458,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,4.5,0,0,0,0,0,0,1.1,0,0,0,0.029,0,0
1460,17.5,0,0,0,0,0,0,3.7,0,0,0,0.0132,0,0
1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,75.8,0,2.75,1.67,0,0,0,10,0,0,0,0.094,0,0
1463,372,0,16.2,8.17,6.17,0.667,0.667,51.7,31.7,0,2.33,0.254,0,80
1464,760,0,82,41,0,0,0,0,0,0,0,0.045,0,0
1465,91.7,0,5.83,0,2.5,2.5,0,10.8,0,0,0,0.00169,0,0
1466,260,0,0,0,0,0,0,65,0,0,0,0,0,0
1467,831,0,92.3,12.3,68.5,9.23,0,0,0,0,0,0,0,0
1468,322,0,2.6,0,0,0,0,57,0,0,13.2,0,0,0
1469,245,0,1.6,0.2,0,0,0,49,0,0,6.6,0.313944,0,0
1470,170,0,0,0,0,0,0,42,0,0,0,0.0356,0,0
1471,548,0,33,21,0,0,0,53,49,45,5.6,0.051000000000000004,0,0
1472,440,0,20,10,0,0,0,53.3,28,0,3.33,0.363,0,0
1473,714.2857,0,78.5714,10.7143,0,0,0,0,0,0,0,0.5714286,0,0
1474,413.4,0,18.8,9.4,0,0,0,52.8,23.4,0,0,0.67,0,0
1475,367,0,0,0,0,0,0,84,0,0,0,0,0,0
1476,180,0,8.2,4,0,0,0,22,0,0,0,0.111,0,0
1477,512,0,30.4,2,26.8,1.2,0,56,0,0,7.2,0.416,0,0
1478,217,0,23,5.2,13,4.2,0,1.5,0.3,0,3.4,2.407,0,0
1479,47,0,0,0,0,0,0,11.5,8.62,0,0,0.00405,0,0
1480,487,0,22.3,0,0,0,0,63.3,20.3,20.3,1.33,0.033,0,0
1481,451,0,17.7,2.82,0,0,0,66.7,0,0,3.59,0.122,0,0
1482,348,0,9.75,4.75,0,0,0,60,0,0,0,0.175,0,0
1483,900,0,100,47,0,0,0,0,0,0,0,0,0,0
1484,131,0,3.05,1.89,0,0,0,23.2,0,0,0,0,0,0
1485,156,0,3.05,1.79,0,0,0,29.5,0,0,0,0,0,0
1486,412,0,16,2.75,8,5.25,0,57.5,16.8,0,8,0.0425,0,0
1487,1300,0,99.7,0,0,0,0,0,0,0,0,0,0,0
1488,20,0,0,0,0,0,0,5,5,0,0,0.017,0,0
1489,252,0,4.8,0.6,0,0,0,42,3.6,0,5,0.445,0,0
1490,187,0,7.67,6,1.67,0.333,0.333,3,0,0,0,0.467,0,0
1491,384,0,8.4,0,0,0,0,68,0,0,6.8,0,0,0
1492,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0
1493,610,0,51.3,6.07,0,0,0,10.6,0,0,7.33,0,0,0
1494,470,0,26,3.3,21,1.7,0,58,3,0,5.3,0.44704,0,0
1495,26,0,0,0,0,0,0,6.5,6.5,0,0,0.009,0,0
1496,118,0,4.8,0.5,0,0,0,17,7.3,0,2.6,0.092,0,0
1497,32,0,0,0,0,0,0,7.5,7.5,0,0,0.0279,0,0
1498,400,0,0,0,0,0,0,100,0,0,0,0,0,0
1499,40,0,1,0.6,0,0,0,4.8,0,0,0,0.049,0,0
1500,350,0,33.33,4.16,0,0,0,12.5,0,0,0,0.0376,0,0
1501,504,0,25.7,13.2,10,1.43,1.07,60.7,25.4,0,2.14,0.204,0,0.0221
1502,424,0,15,1.3,12,1.5,0,61,5.4,0,6.2,0.809,0,0
1503,307,0,3,1.5,0.6,0.9,0,63,53,0,0,0.076,0,0.067
1504,435,0,17.6,7.94,0,0,0,58.8,1.62,0,3.68,1.25,0,0
1505,127,0,3.33,0.833,0,0,0,0,0,0,0,0.232,0,0
1506,260,0,0,0,0,0,0,65,0,0,0,0,0,0
1507,232,0,16.6,5.6,0,0,0.2,8.6,0,0,0.8,0.72,0,0
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,582,0,22.7,12.9,4.18,1.27,0.545,85.1,0,0,1.45,0.165,0,0
1510,450,0,17,2,0,0,0,60,0,0,0,0.0914,0,0
1511,456,0,19,2.2,14,2.6,0,64,19,0,4.3,0.16256,0,0
1512,170,0,8.1,4.9,0,0,0.0003,21,0,0,0.01,7.7e-05,0,0
1513,371,0,15.7,1.59,0,0,0,52.4,29,0,0,0.135,0,0.0698
1514,379,0,17.5,0,0,0,0,49.2,25.4,0,0,0.402,0,0
1515,302,0,0,0,0,0,0,66,0,0,0,0.1728,0,0
1516,336,0,1.2,0,0,0,0,70,0,0,4,0,0,0
1517,862,0,100,0.0846,0,0,0,0,0,0,0,0,0,0
1518,432,0,20,5.9,6.1,7.2,0,48,22,0,12,0.019303999999999998,0,0
1519,438,0,16,2.9,0,0,0,65,49,48,2.4,0.011,0,0
1520,322,0,15,2,5,7,0,56,20,0,11,0.020999999999999998,0,0
1521,390,0,16,6.67,7,0.667,0,56.7,34,0,1.33,0.02,0,0.0173
1522,322,0,9.9,4.7,4,0.6,0.5,52,20,0,1.7,0.093,0,0.031
1523,130,0,2.92,1.67,0,0,0,22.5,0,0,0,0.0817,0,0
1524,124,0,2.75,1.67,0,0,0,20.8,0,0,0,0.0983,0,0
1525,333,0,26.7,10.7,0,0,0,4,0,0,0,1.5,0,0
1526,423,0,16.3,2.33,10,3.67,0,64,0,0,2,0,0,0.0147
1527,102,0,2.83,1.83,0,0,0,15,0,0,0,0.0643,0,0
1528,157,0,11,7.67,0,0,0,9.67,0,0,0,0.0711,0,0
1529,24.5,0,1.05,0,0,0,0,3.2,3.05,2.95,0.1,0.066,0,0
1530,476,0,23,10,8.2,3.8,0.1,61,38,0,0,0.10668000000000001,0,8.3
1531,238,0,9.25,6,0,0,0.5,35,0,0,1.25,0.113,0,0
1532,0,0,0,0,0,0,0,0,0,0,0,0.0475,0,0
1533,553,0,33,18,13,1.6,0,57,41,0,0,0.14100000000000001,0,0.025
1534,254,0,1.8,0,0,0,0,52,0,0,26,0.541,0,0
1535,387,0,1.3,0,0,0,0,80,76.7,0,3.33,0.14,1.03,0
1536,400,0,0,0,0,0,0,100,100,0,0,0,0,0
1537,18.5,0,0,0,0,0,0,4.6,4.6,0,0,0.026,0,0
1538,520,0,30,3.2,0,0,0,56,0,0,0,0.72,0,0
1539,56,0,1.09,0.686,0,0,0,8,0,0,0.171,0.0514,0,0
1540,44,0,0,0,0,0,0,11,0,0,0,0.0045,0,0
1541,53.7,0,1.14,0.686,0,0,0,8,0,0,0.343,0.0514,0,0
1542,3,0,0,0,0,0,0,0.7,0,0,0,0.066,0,0
1543,14,0,0,0,0,0,0,3.4,3.4,0,0,0,0,0
1544,140,0,0,0,0,0,0,35,0,0,0,0,0,0
1545,24,0,0,0,0,0,0,6,6,0,0,0.045,0.012,0
1546,192,0,13.2,7.6,0,0.4,0.8,4,0,0,0,1.04,0,0
1547,508,0,27.2,16,0,0,0,56,0,0,4,0.12,0,0
1548,508,0,23.2,14,0,0,0,68,0,0,2.4,0.136,0,0
1549,62.9,0,0,0,0,0,0,14.3,0,0,0.5,0,0,0
1550,23.5,0,1.75,0.35,0,0,0,1.2,0,0,0.5,0.02,0,0
1551,0,0,0,0,0,0,0,0,0,0,0,0.11176000000000001,0.0048,0
1552,115,0,0.462,0,0,0,0,19.2,0,0,3.77,0.187,0,0
1553,0,0,0,0,0,0,0,0,0,0,0,0.01868,0.0008,0
1554,5,0,0.6,0,0,0,0,0,0,0,0,0,0,0
1555,510,0,27,12,9.3,3.9,0,53,42,0,3.1,0.122,0,0
1556,337,0,20,10,3.3,3.3,0,36,26,0,0,0.257,0,0.0066
1557,234,0,17.5,10.2,5.25,1.38,0,2.75,0,0,2.75,0.695,0,0
1558,380,0,1.67,0.667,0,0,0,83.3,0,0,0,0.677,0,0
1559,4.5,0,0,0,0,0,0,0.9,0,0,0,0.014499999999999999,0,0
1560,116,0,0,0,0,0,0,27,20,0,0,0,0,0
1561,143,0,9,5.33,0,0,0,6,0,0,0,0.143,0,0
1562,32,0,0,0,0,0,0,7.5,7.5,0,0,0.0275,0,0
1563,17.5,0,0,0,0,0,0,4.5,4,0,0,0.0175,0,0
1564,484,0,26,6.8,0,0,0,56,0,0,3.6,0.748,0,0
1565,17,0,1.1,0.7,0,0,0,1.6,0,0,0,0.623,0,0
1566,80.8,0,3.5,2.08,0,0,0,6,6,0,1,0.0725,0,0
1567,50,0,0,0,0,0,0,11,11,0,1.2,0,0,0
1568,559,0,45.3,5.88,0,0,0,8.82,0,0,11.2,0.011,0,0
1569,363,0,0,0,0,0,0,90,0,0,1,0.366,0,0
1570,92.3,0,0,0,0,0,0,16.9,3,0,5.85,0.0346,0,0
1571,376,0,4.8,3.2,0,0,0,68,0,0,0,0.544,0,0
1572,53.8,0,0,0,0,0,0,8.12,0,0,0,0.0513,0,0
1573,51,0,0,0,0,0,0,7.5,0,0,0,0.092,0,0
1574,275,0,0,0,0,0,0,60,0,0,0,0.11,0,0
1575,477,0,21,9.67,0,0,0,63.3,0,0,0,0.27,0,0
1576,469,0,18.1,16.2,0,0,0,68.8,0,0,6.25,0,0,0
1577,190,0,12,6,0,0,0,19,15,0,1,0.065,0.095,0
1578,534,0,30,8.8,0,0,0,53,23.25,0,0,0,0,0
1579,390,0,4,2.5,0,0,0,90,47.5,0,0,0.055,0,0
1580,484,0,19.4,2.3,0,0,0,67.1,60,0,10.5,0.002,0,0
1581,531,0,31,6.7,0,0,0,51,40,0,0,0.028,0,0
1582,465,0,18,7.9,0,0,0,71,62.5,0,0,0.137,0,0.015
1583,482,0,21,5.9,13,2,0.3,65,21,0,2.2,0.252,0,0
1584,433,0,16,8.5,0,0,0,66,0,0,4.2,0.23900000000000002,0,0
1585,208,0,0,0,0,0,0,52,0,0,0,1.24,0,0
1586,55,0,1.33,0.833,0,0,0,6.08,0,0,0,0.065,0,0
1587,54,0,0,0,0,0,0,9.6,0,0,1.6,0.07,0,0
1588,446,0,14,6.3,5.1,0.8,0.7,73,22,0,1.8,0.148,0,0.024
1589,71.3,0,0,0,0,0,0,13.4,0,0,0,0.11,0,0
1590,95,0,3,1,0,0,0,0,0,0,0,0.885,0,0
1591,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0
1592,467,0,20.3,1.67,0,0,0,63.3,0,0,3.33,0.433,0,0
1593,14.5,0,1.2,0.5,0,0,0,0.45,0,0,0.3,0.041,0,0
1594,52,0,0,0,0,0,0,12.5,12.5,12.5,0,0.017,0,0
1595,21,0,0,0,0,0,0,5,5,0,0,0.006,0,0
1596,444,0,15,6.7,6,1,0.7,67,1,0,2.5,0.56,0,0.026000000000000002
1597,362,0,0.3,0.1,0,0,0,86,5.9,0,2.4,0.11359999999999999,0,0
1598,160,0,0,0,0,0,0,39.5,32,0,0,0.038,0,0
1599,357,0,13.7,7.33,4.67,0.667,0,50,0,0,0.667,0.51,0,0.0247
1600,447,0,15,7,0,0,0,66.7,0,0,3.33,0.518,0,0
1601,52,0,0,0,0,0,0,13,0,0,0,8.5e-06,0,0
1602,48.5,0,0,0,0,0,0,12.1,12.1,0,0,0.018,0,0
1603,455,0,16,7.1,0,0,0.6,70,27,0,0,0.107,0,0
1604,33.1,0,0,0,0,0,0,5.94,0,0,0.938,0.0438,0,0
1605,385,0,15,7.17,0,0,0,56.7,0,0,1.67,0.28,0,0
1606,160,0,12,7,0,0,0,5.33,0,0,0,0.06,0,0
1607,382,0,6.5,4.5,0.75,1,0,72.5,21,0,5,0.262,0,0
1608,134.9,0,6.1,0,0,0,0,20,0,0,0,0.14833600000000002,0,0
1609,458,0,18.8,8.59,0,0,0,60,0,0,2.71,1.72,0,0
1610,580,0,12.8,2.4,0,0,0,104,104,0,0,0.316,0,0
1611,10,0,0,0,0,0,0,0,0,0,0,0.165,0,0
1612,36,0,0,0,0,0,0,9,9,0,0,0.0112,0,0
1613,396,0,8,1.2,0,0,0,74,40,0,1.6,0.072,0,0
1614,13,0,1.1,0,0,0,0,0.25,0,0,0.1,0.064,0,0
1615,104,0,1.47,0.9470000000000001,0,0,0,18.9,0,0,0,0.115,0,0
1616,102,0,3,1.71,0,0,0,13.6,13.6,0,0,0.0793,0,0
1617,262.5,0,2.5,0,0,0,0,60,0,0,8.5,0.122,0,0
1618,27.5,0,0,0,0,0,0,7.5,7,0,0,0,0,0
1619,423,0,12,6,0,0,0.667,70,0,0,2.67,0.633,0,0
1620,80.8,0,3.5,2.08,0,0,0,6,6,0,1,0.0725,0,0
1621,24,0,0,0,0,0,0,6,6,0,0,0.0105,0,0
1622,250,0,12,7,0,0,0,52,0,0,32,0.02,0,0
1623,100,0,3.2,1.84,0,0,0,12,4.3,0,0,0.0552,0,0
1624,367,0,0,0,0,0,0,58.3,43.3,0,0,1.32,0,0
1625,425,0,14,1.5,10,1.7,0,54,3.2,3.2,6.3,0.88,0,0
1626,320,0,0,0,0,0,0,80,80,0,0,0,0,0
1627,823,0,92.3,16.9,60.8,13.8,0,0,0,0,0,0,0,0
1628,442,0,18.8,8.75,0,0,1.25,62.5,22.1,22.1,0,0.0417,0,0.025
1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,130,0,7,4.67,1.67,0,0,7.67,0,0,0,0.147,0,0.02
1632,110.60000000000001,0,7.4,0,0,0,0,11,0,0,2.3,0.79,0,0
1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,227,0,20,12,0,0,0,6,0,0,0,0.76,0,0
1635,370,0,9.33,2,0,0,0,70,46.7,0,2.33,0.193,0,0
1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,126,0,6,0,0,0,0,18,0,0,2.6,0.002032,0,0
1638,275,0,0,0,0,0,0,17,0,0,22.5,0.12,0,0
1639,93.1,0,0.538,0,0,0,0,17.7,1,0,6.31,0.0454,0,0
1640,200,0,0,0,0,0,0,8.33,0,0,0,0,0,0
1641,320,0,0,0,0,0,0,80,0,0,0,0,0,0
1642,310,0,7,4.5,0,0,0,55,55,0,0,0.155,0,0
1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,65,0,20,2,0,0,0,11,11,0,0,0,0,0
1645,430,0,15,2.67,9.33,0.667,0,66.7,20.3,0,4.67,0.153,0,0
1646,361.38,0,38.3,0,0,0,0,4.17,0,0,0,0.203,0,0
1647,516,0,18.9,7.89,5.26,2.63,0,78.9,27.9,0,10,0.263,0,0
1648,410,0,17.3,1.33,0,0,0,63.3,0,0,2.67,0.0008,0,0
1649,306,0,2.7,0,0,0,0,63,0,0,0,0.2,0,0
1650,354,0,2.62,0.375,0,0,0,71.2,0,0,4.25,0.01,0,0
1651,240,0,4.3,0.6,1.1,2.2,0,40,0,0,8.5,0.45,0,0
1652,500,0,26,11,0,0,0,58,0,0,3,0.278,0,0
1653,20,0,0,0,0,0,0,0,5,0,0,0,0,0
1654,440,0,13.7,6.67,0,0,0,66.7,2.67,0,2.67,0,0,0
1655,49,0,2,1.3,0,0,0,4.8,4.8,0,0,0.045,0,0
1656,0,0,0,0,0,0,0,0,0,0,0,0.018288000000000002,0,0
1657,23,0,0,0,0,0,0,4.5,0,0,0,0,0,0
1658,460,0,17,1.7,0,0,0,72,0,0,1,0.6799999999999999,0,0
1659,743,0,20.3,11.1,0,0,0.571,129,0,0,8.29,0.28,0,0
1660,93,0,2,1.2,0,0,0,15,15,0,2.4,0.091,0,0
1661,459,0,16,76,0,0,0,74,47,0,34,0.098,0,0
1662,338,0,12,4.89,0,0,0,48.9,0,0,0,0.167,0,0
1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,350,0,2.87,2.87,0,0,0,68.8,0,0,3.38,0.266,0,0
1665,352,0,8,0,0,0,0,70,0,0,1.67,0.559,0,0
1666,46,0,2.7,1.7,0,0,0.8,0,0,0,0,0.21,0,0.9
1667,30.3,0,0,0,0,0,0,4.65,4.38,0,1.35,0.0584,0,0
1668,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0
1669,452,0,18,1.7,14,2.1,0,65,0,0,8.7,0.318,0,0
1670,140,0,0,0,0,0,0,35,0,0,0,0,0,0
1671,75,0,0.917,0.583,0,0,0,12.5,0,0,0,0.0642,0,0
1672,53,0,1.4,0.9,0,0,0,8.4,0,0,0,0,0,0
1673,296,0,25,16,0,0,0,0.7,0.6,0,0,0.48,0,0
1674,337,0,11.3,1.33,0,0,0,56.7,0,0,2,0.113,0,0
1675,231,0,16.7,9.3,0,0,0,2.7,0.3,0,5.6,0.00015960000000000003,0,0
1676,220,0,16,10.3,4.33,0.667,0.667,13.7,0,0,0,0.243,0,0.0467
1677,300,0,23.3,8.33,0,0,0,18.3,0,0,2.33,0.393,0,0
1678,56.25,0,2.25,0,0,0,0,9,0,0,1.25,0.020300000000000002,0,0
1679,900,0,100,55,0,0,4,0,0,0,0,0,0,0
1680,58.3,0,0,0,0,0,0,5,0,0,5,0.762,0,0
1681,40,0,1,0.65,0,0,0,4.8,0,0,0,0.045,0,0
1682,40,0,1,0.65,0,0,0,4.8,4.8,0,0,0.045,0,0
1683,99,0,0,0,0,0,0,23.5,0,0,0,0.0075,0,0
1684,423,0,9,1.67,0,0,0,76.7,76.7,0,2.67,0.025,0,0
1685,533,0,33.3,6,0,0,0,46.7,23,0,3,0.018,0,0
1686,527,0,29,17,9.6,1.1,0,61,59,0,0,0.10400000000000001,0,0.017
1687,463,0,19,2,14,3.1,0,65,18,0,3.7,0.16,0,0
1688,366,0,1.75,0.75,0.375,0.625,0,82.5,0,0,2,0,0,0
1689,32.5,0,0,0,0,0,0,8,8,0,0,0.009,0,0
1690,56.5,0,0.6,0.35,0,0,0,10,0,0,0,0.042,0,0
1691,490,0,26.7,13.3,0,0,0,46.7,0,0,3,0.687,0,0
1692,400,0,6,1,0,0,0,38,0,0,15,0.005,0,0
1693,900,0,100,20,0,0,0,0,0,0,0,0,0,0
1694,831,0,92,15,0,0,0,0,0,0,0,0,0,0
1695,252,0,34.4,6.74,0,0,0,34.4,0,0,0,0.124,0,0.0291
1696,25,0,0,0,0,0,0,6,6,0,0,0.045,0.012,0
1697,207,0,20,12.7,0,0,0,0,0,0,0,0.0447,0,0
1698,234,0,3.8,1,1.8,1,0,40,0,0,5,0.4,0,0
1699,236,0,7.69,3.69,0,0,0,32.2,0,0,1,0.478,0,0
1700,237,0,4.2,0.3,0,0,0,42.1,0,0,3,0.481,0,0
1701,94.7,0,3.26,2.11,0,0,0,11.6,0,0,0,0.0584,0,0
1702,325,0,6,3.5,0,0,0,60,60,0,0,0.12,0,0
1703,433,0,13.3,6.33,0,0,0,73.3,0,0,0.333,0.257,0,0
1704,421,0,16,8.68,5.7,1.63,0,62.4,54.3,48.8,2.17,0.076,0.393,0.019
1705,398,0,11,4.6,0,0,0.4,62,6.2,0,7.1,0.458,0,0.024
1706,325,0,0,0,0,0,0,75,1.79,0,2.14,0.296,0,0
1707,319,0,1.8,0.3,0.3,0.8,0,67,0,0,15,0.125,0,0
1708,457,0,22.7,10,0,0,0.667,63.3,0,0,2.33,0.01,0,0
