id,barcode,name
1445,7793360123474,"Salsa Barbacoa, La Campagnola"
1446,7791866000596,"mayonesa light, Cada dia AGD"
1447,7891000256282,"caldo sabor panceta, Maggi"
1448,7790895007385,"crush lima limon, coca cola company"
1449,7790580106041,"jugo en polvo limonada, arcor"
1450,7791102044933,Cooperativa
1451,7797330100663,"Galletas de arroz integral inflado, Grandiet"
1452,7898591451546,"ursinhos, Fini"
1453,7792540260138,"Azúcar Clásica, Ledesma"
1454,7790742034502,"Leche 0%, La Serenisima"
1455,8945950001658,spsghetti de maiz y quinoa
1456,7798023696883,"Arvejas S&P, S&P"
1457,7793640004561,redoxitos
1458,7798136870064,"Yogurt descremado sabor vainilla, Dahi"
1459,7798031470185,"Pasta de legumbres - Arveja, Chia, Wakas"
1460,7798142710026,"Galletas de Arroz Integral Sin Sal, Dhum Crack"
1461,7798113151322,pindy
1462,7790538009608,"Galleta de arroz multicereal, Macrobiotica"
1463,7798033333907,"Lomitos de atún al natural, Classic"
1464,7790310006993,"PEP Rueditas, "
1465,7792683121266,Galletitas Nogalitas
1466,7891132008896,"Jugo Frutta mi, Ajinomoto"
1467,7798054490597,"dulce de leche sin azucar, Doña Magdalena"
1468,7790080040142,"queso cremoso light Mendicrim, Sancor"
1469,7790495001103,"Multimix de Semillas, Yin Yang"
1470,7791337000926,"yogur sabor natural, SER,Danone"
1471,7791337000612,"Yogur Batido Frutilla y Anana, SER"
1472,7798113301284,Manaos
1473,7790040946101,"Criollitas, Arcor,Bagley"
1474,7622300724160,"terrabusi spaghetti, Terrabusi"
1475,7798060852334,"Queso Cheddar en Fetas, Tonadita"
1476,7790742336002,"leche cardio, La Serenisima"
1477,7790742172105,"leche protein, Serenisima ñproteínas"
1478,7798029030025,Garbanzos
1479,7793640004608,"supradyn, Bayer"
1480,7793913000849,"yogur light frutilla batido, Tregar"
1481,7790787004744,"yogur descremado colchón con trozos de frutilla, Ilolay"
1482,7790742172006,"leche descremada protein, La Serenisima"
1483,7798134390571,"mermelada frutos del bosque light, La Tranquilina"
1484,7807910003465,"leche en polvo descremada, jumbo"
1485,7790895646355,"coca cola con cafe, coca cola"
1486,7790040124509,"criollitas, bagley"
1487,7790360967824,"Milanesas de soja clásicas, Swift"
1488,7798338250039,"Cocoiogo Maracuyá, Coco Iogo"
1489,7798031150964,"Spaguetti sol pampeano, sol pampeano"
1490,7798031154115,"tirabuzon, knorr"
1491,7790895006029,"Powerade, powerade,Coca-Cola"
1492,7790244941223,"Queso Crema, San Ignacio"
1493,7790147010200,pasta mono seca
1494,01261615,"Pronto Manzana, baggio"
1495,7798159713638,"aceite canola y oliva extra virgen carrefour, Carrefour"
1496,7794000002005,"Maizena Biscochuelo de chocolate con semillas, maizena"
1497,7795735000199,"Magdalenas Vainilla, Don Satur"
1498,7798290580557,"Almendra Vainilla, Tratenfu"
1499,7798128002145,"Galletitas Orgánicas Cacao & Miel, Cachafaz,Orgánicas"
1500,7796613001062,"leche parcialmente descremada, aro"
1501,7791337001701,"Bebida a base de almendras sabor vainilla sin azúcar., Silk"
1502,7792758001073,Secco Cola
1503,7790070033864,"Milanesa 4 vegetales, Granja del sol"
1504,7793323004406,"Harina de coco, Dicomere"
1505,77907943,Lengüetazo
1506,7798110340163,salsa de chocolate
1507,7790147544613,galletitas de agua vea
1508,7793360927508,"Salsa lista Pomarola, La Campagnola"
1509,7790036000572,"Baggio Pronto Manzana, Baggio"
1510,7891079012208,"Nissin Ramen sabor a Pollo, Nissin"
1511,7790040117044,fibras Ser
1512,7790580607418,"Chocolate Blanco, Arcor"
1513,7790990586983,jabon limol
1514,7790040126794,"Hogareñas, Arcor"
1515,7790580117924,"Arcor  chocolate cacao, Arcor"
1516,7793360835803,"Frambuesa Light, BC,La Campagnola"
1517,7790903000568,", La Perla"
1518,7790580127732,"biscochuelo aguila, Aguila"
1519,7792129004009,"Stevia, Chuker"
1520,7798054220293,"Pepas con mermelada de membrillo, Terepín"
1521,7790387014020,"Original, Unión"
1522,7792244911817,"Bebida de Almendras sin Azúcar, Cocoon"
1523,7891136052000,"Bitter, Campari"
1524,7790070318077,"Mostachol 3 Vegetales, Matarazzo"
1525,0754697521910,"Alimento de almendras con cereales, Felices las vacas"
1526,7798054490641,"dulce de leche con sabor chocolate sin azúcar, doña Magdalena"
1527,7798321150209,"yogur sabor vainilla sin azúcar con proteinas, sancor"
1528,7613034497062,"Puré de Papas Original, Maggi"
1529,0038000185069,"Pringles Barbacoa, Pringles"
1530,7793433000459,"sal finas hierbas 70% menos sodio, genser"
1531,7795258000737,"extracto natural de vainilla, especias el castillo"
1532,7790072000086,"sal light, celusal"
1533,7790080040074,", Sancor"
1534,7795170000129,", Estancia El Placer"
1535,2000241063008,chizitos pehuamar
1536,7891150034075,jabon
1537,7792180001672,"aceite, cañuelas"
1538,7798131740188,TREVER
1539,0798464700139,"cookies sabor chocolate, DeliCel"
1540,2760820014608,"Dulce de leche clásico, Milkaut,Savencia"
1541,7797897003001,"Chocolate colonial, COLONIAL"
1542,7791058002391,"Yogurt de vainilla, Manfrey"
1543,0754697523709,"Pasta de maní con stevia sabor vainilla, Le-fit"
1544,7792750000319,"Merluza al natural, Marbella"
1545,7790580567903,"Tomates Peritas, Arcor"
1546,0076625280103,"Hummus, Felices las vacas"
1547,7791479005100,"MayoV original, Alcaraz"
1548,7798158703258,tallarin
1549,7794990879823,"4 Quesos, La Paulina"
1550,7793147570835,"Cerveza, Isenbeck"
1551,7790071060302,"Riera Pan tostado 100% Integral, Riera"
1552,7792900000312,"Aderezo Cesar, Dos Anclas"
1553,7790387014310,"Yerba Mate Unión Suave X 1 KG., "
1554,7790150435335,"Canela molida, Alicante"
1555,7790326012032,"Fécula de mandioca, Montecarlo"
1556,7790495001660,"Harina integral de trigo fina orgánica, Ying Yang"
1557,7798029030179,"Sémola de trigo, Ecosan"
1558,7791337137424,"Yogur Gran Compra Firme Frutilla, Gran Compra, La Serenisima"
1559,0606110116091,"medallones vegetarianos de mijo, Sabores de lo natural"
1560,8480017114310,"papas fritas sabor crema y cebolla, dia"
1561,7798134780235,"Mermelada de frutilla dietética, Trini"
1562,7790158022605,"Salsa de mostaza suave, Aleluya"
1563,7796373000657,"BBQ, La Parmesana"
1564,7798165590629,"aceite de coco Beepure, beepure"
1565,7798033210161,"Relleno dietético sabor dulce de leche, Singluko"
1566,7798147070897,"Chocolate, Murke"
1567,7798147070866,"Chocolate con almendras, Murke"
1568,7790040103146,"tentaciones, Bagley"
1569,7798305866775,Platz
1570,7798161300727,"Alfajor Dulce de Leche sin Azúcar, Cerro Azul"
1571,7794574300040,", El Abasto"
1572,7797470000588,"Puré de tomates, Marolio"
1573,7798005750145,galletitas dulces marbe con avena
1574,7790580984311,"Jugo en polvo sabor mango naranja, BC"
1575,7798112430176,El jalisqueno
1576,7790150441398,Sopas de la abuela
1577,7790150441459,Sopas de la abuela - sopa tipo criolla con vegetales
1578,7794000594159,"Caldo de verduras Light, Knorr"
1579,0606110439831,"chcoloate 70%, DR.CACAO"
1580,7790150100356,"Café instantáneo clásico, La Virginia"
1581,7793360805707,"Frambuesa, La Campagnola"
1582,8426920615001,"Machuelo Hebra Pinchagua, ISABEL"
1583,7798333321888,"Bebida de almendras, Pampa Vida"
1584,7798060852433,"Queso para untar Patagonia, Tonadita"
1585,7797570000600,Sol de avena
1586,7798129480010,"Tofu, Soyana"
1587,7790495002186,"Trigo sarraceno descascarado, Ying Yang"
1588,7501058645692,"compota Gerber banana, Gerber"
1589,7794000002777,"MAIZENA Buenas Semillas, Maizena"
1590,7793046007715,"Dr. Cormillot Mermelada de durazno, Dulcor,Alimentos Cormillot"
1591,7790580126322,"polenta panceta y queso, presto pronta"
1592,77943064,"Ser barra de cereales con frutilla y chocolate con leche, Arcor"
1593,7792730018143,super kao
1594,7791620001074,", Delicia"
1595,7791337000858,"Leche de Almendras, Silk"
1596,7798270243236,"Bastoncitos de salvado fortificados, Grat Value"
1597,7798082740107,"Anillos de coco, Tia Maruca"
1598,7794000002388,"Knorr quick, Knorr"
1599,7791866003344,ketchup CadaDia
1600,7791100000481,"Azúcar común tipo A, Chango"
1601,7791004000099,", Celusal"
1602,7790895643538,"Almendras, Ades, Coca-Cola"
1603,7790503198641,"Galletas de Arroz Dulces, Dos Hermanos"
1604,7790503198474,"Arroz, Dos Hermanos"
1605,7790199603337,"Avena Instantánea, Morixe"
1606,7790150396162,"Té Frutilla, La Virginia"
1607,7790150360200,Te la Virginia
1608,7790070507341,"Jugo 100 % de limón, Minerva,Molinos"
1609,7790070318879,"clasica, Vitina"
1610,7790045000907,"Galletitas Crackers Sin Sal, Granix"
1611,7790040720107,"Maná Livianas sabor Vainilla, Maná,Arcor"
1612,7622300871949,Royal postre dulce de leche
1613,7622300829629,", "
1614,7794710070554,"Queso blanco sin sal agregada, veronica"
1615,0754697497468,"harina integral organica, brotes de traslasierra"
1616,7790787004454,"Queso untable con finas hierbas, iLolay"
1617,7790070321817,"Tirabuzón, Matarazzo"
1618,7798018850184,"levadura en polvo, Levex"
1619,7730908400543,jugo en polvo
1620,7622210812797,"jugo en polvo, Mondelez"
1621,7790628000034,"Fauna, "
1622,77971586,"casancrem, Danone"
1623,7794000958548,ketchup
1624,8480017204899,"mayonesa, Dia"
1625,7798068450181,salsa picante
1626,7798177401302,galletitas saladas
1627,7730195002710,"Datiles 
Datiles 
Datiles"
1628,7796989009983,"Whole Grains Semillas con Amapola, Girasol, Lino y Avena, Oroweat"
1629,0798190158051,"Vegchips Vainilla, Un rincon vegano"
1630,7794000597662,"Caldo de verduras deshidratado, Knorr"
1631,0076625228594,"Alfajor de semillas de zapallo, algarroba ,relleno de dulce de leche, Celienergy"
1632,0076625228600,"Alfajor de nuez relleno de dulce de leche, Celienergy"
1633,23243453,"Galletas saladas con soja y remolacha, Eva's snack"
1634,7798078450126,Arroz blanco Vanguardia
1635,7793323004468,"Harina de Algarroba, Dicomere"
1636,7791337000865,"bebida de coco, silk"
1637,7793360984907,"Choclo cremoso, La Campagnola"
1638,23246782,Eva's snack
1639,7798177530224,"USA Soy protein, Htn"
1640,7790628102622,"maria elena, Mauri"
1641,04204617,"tostadas dulces, Manieri"
1642,7791058002421,"yogur descremado, manfrey"
1643,7790580110529,"Flan Godet Vainilla, Arcor"
1644,7791337012189,"Queso Blanco, Garcia,La Serenísima"
1645,08105226,"ades de soja, Ades"
1646,7798338250169,granola de trigo sarraceno cruda
1647,7790070318671,"Nidos Fettuccine, Matarazzo"
1648,7790415127777,vino
1649,7793360826306,"BC FRUTOS ROJOS, La campagnola"
1650,7791720003527,"Galletitas con avena y pasas marca Carrefour, Carrefour"
1651,7790895643873,"Soja sabor Vainilla, Ades"
1652,7792900000251,"acero balsamico dos anclas
acero balsamico dos anclas"
1653,7791708001514,Veneziana
1654,7790244941216,"Queso Crema Light, San Ignacio"
1655,0076625288192,"alfajor negro 
alfajor negro"
1656,7790040872202,"Traviata x3, Traviata,Bagley"
1657,7793450000128,"Hojalmar, hojalmar"
1658,0076625274256,"Cacahuate Vainilla Caramel Vivet, Vivet"
1659,7798217932452,"Pan Integral con Centeno, Don Mesa"
1660,7790369007903,"Mini Coronitas Fachitas, Fachitas"
1661,7790310982402,"Cheetos, Cheetos pepsico"
1662,7794990878925,", La Paulina"
1663,7790895006418,"Coca, Coca-Cola"
1664,7798141970346,spaghetti
1665,7790147544941,"pepas sabor frutos del bosque, Vea"
1666,7798185030426,la panerita
1667,7790412000257,"galletitas Leiva light, Leiva"
1668,7790580984212,"Limonada, BC La Campagnola"
1669,7791620186962,margadan
1670,7791337958081,"Actimel, La Serenísima"
1671,7891000249239,"Kit kat, Nestlé,Kit Kat"
1672,7791984000614,oralsone max
1673,7790315100177,"levite cero, levite"
1674,7790040123700,"Galletitas de maiz, bagley, Arcor"
1675,12167016,"leche multi defensas, la serenisima"
1676,7613038038827,Nestlé
1677,7790971001962,"Postre sabor vainilla, Ravana"
1678,7790580322113,"Chocolate para taza, Arcor,Godet"
1679,7798116400083,Todo tapa
1680,7790077000746,"pozo, Precio Líder"
1681,7794574000919,Marineras
1682,7790040676800,"Tortitas Black, Arcor,Tortitas"
1683,7613035161580,"Nescafé Dolca, Dolca,Nescafé,Nestlé"
1684,7790580103521,"Cofler Rocklets, Arcor, Cofler, Rocklets"
1685,7790040126824,"Hogareñas 7 Semillas, Arcor,Hogareñas"
1686,7798060852396,"Queso Patagonia para untar, Tonadita"
1687,7790088001497,"pure de tomate, ALCO"
1688,0732535949201,", un rincón vegano"
1689,0810886011133,palmeritas de hojaldre
1690,7792180004871,"Harina Pureza 0000 Ultra refinada, molino Cañuelas"
1691,7790580124960,"Chocolate Leche y Maní, Arcor"
1692,7798108344678,Galletas marineras
1693,7790199603092,"Aceitunas Verdes Rellenas, Morixe"
1694,7794612115964,"hamlet mega mani, hamlet"
1695,7798112160226,"Batatas fritas, Good Show"
1696,7798062545166,tonica Villavicencio
1697,7792900000305,Aji dos anclas
1698,12212576,", nogali"
1699,77965240,"Poosh! arandanos, Arcor,Poosh"
1700,7798245690324,get the look BB cream
1701,1050477733191,"mantequilla de mani, nina's"
1702,72848548,"levite pomelo, Villa del sur"
1703,7798044150777,"pipas peladas, pipas"
1704,7790349000153,"Obleas vainilla, Zupay"
1705,7790580119614,"Simple Calcio + Vitamina D, Arcor,Bagó"
1706,7791869030682,tapa para empanadas dona beba
1707,6767754667883,"hileret Stevia, hileret"
1708,7798049540580,"avena arrollada tradicional, la abadía"
1709,7506306226852,Chocolate bombonett
1710,7790580199906,", mogul,Arcor"
1711,0798190158068,"alfajor Blanco un rincon vegano, "
1712,7798048730814,delicias de la nonna
1713,7798077520165,"galletitas de arroz, Arromed"
1714,7790950000160,", Gancia"
1715,19157870,Nescafe
1716,7790580538002,"presto pronta, Arcor"
1717,7790070411693,"Helado sabor frutilla, exquisita"
1718,7790150355244,"Té Verde Citrus, La Virginia"
1719,7501011178854,"Stax con sabor a Queso Cheddar, Lay's,Stax"
1720,7798031154122,"knorr rigatti, Knorr"
1721,7622300871611,"mousse sabor a chocolate, Royal"
1722,7790580310806,"Chocolate familiar, Misky"
1723,7622300871581,"Flan bajo en azúcares (Preparado), Royal"
1724,8480017054845,el sol dorado tapas para pascualina
1725,7797470000328,Marolio mermelada de frutilla
1726,7798183770119,"Tentacion limon, Grido"
1727,7798311540027,polenta baronesa
1728,7798217932438,"Pan de mesa, "
1729,8480017604460,obleas chocolate dia%
1730,7791120001413,"Tostaditas de arroz, "
1731,7798187760154,"Galletitas Algarroba, Pasas, y Girasol, Zafran"
1732,7791720002827,"Obleas Frutilla Carrefour, Carrefour"
1733,7796989010293,"Pan tipo Árabe, Bimbo"
1734,7792590001064,"caserita, "
1735,7613038152530,"Nesquik Frutilla, Nesquik"
1736,7790895642036,Cepita
1737,7790230033031,"Matarazzo Moños, Matarazzo"
1738,7790263119597,"Okebon Leche Dulce de Leche, Okebon"
1739,7798094225616,"Minitorta Rapsodia, Nevares"
1740,17984881,"galletitas de rockets, arcor"
1741,7794690000039,"El Quillá, Joaquín Cutchet e Hijos"
1742,7797470007426,"Arvejas, Marolio"
1743,7792052079471,"Vainillas Jumbo, Jumbo"
1744,7790150160909,"Cappuccino Light, La Virginia"
1745,7790957000569,"Alfajorcitos Jorgito Mousse, Jorgito"
1746,19787398,"natura, natura"
1747,7798164190219,mimago pan buena para panchos largos
1748,7798159719241,"Granola Carrefour, Carrefour"
1749,7798143077968,"Great Value, Great Value"
1750,7794000599130,"sabor en sobrecitos champinones y hongos, Knorr"
1751,7798119220237,speed
1752,7790703165207,new age
1753,7798316700396,aceite girasol Primor
1754,7790550000201,big ben
1755,7798142720025,
1756,7790813900989,Calsa levadura
1757,7794870000330,"Aceite, "
1758,7791337011342,"Casancrem Light, La Serenisima"
1759,7798113301833,"Pindapoy, Manaos"
1760,7798290580069,"jugo de fruta, Tutti"
1761,7791071000053,Raulito mermelada de zapallo
1762,7707262682588,Baby-Food
1763,7791620002019,"Mostaza, Dánica"
1764,7791620001968,Mostaza Danica
1765,7793890254242,Pan con Salvado &quot;Lactal&quot;
1766,7798125810170,"Tostadas con Gluten, Tostex"
1767,7791324156827,Morochitas
1768,7794870055897,Aceite mezcla primer precio
1769,7795293000204,don yeyo pan de mesa
1770,7790320400033,crysf mate cocido
1771,7790710000164,"Pomelo, CBSé, Saborizadas"
1772,7798056680019,tapa mania
1773,7790580110284,"Cofler Block Maní con Chocolate con Leche, Arcor, Cofler"
1774,7798031154474,CICA Mostachol
1775,7798024395976,"LA ANONIMA Galletitas CRACKERS Salvado, La Anónima"
1776,7790903000575,Pan integral la perla
1777,7790742331908,fortuna manteca
1778,7798058690108,"Dulce de Leche Clásico, El Quebrachal"
1779,7794529041608,Tostadas
1780,7792860007543,Masticables lheritier
1781,7790036000343,"Baggio Pronto Durazno, Baggio"
1782,7613034412010,"Trix, Nestlé,Trix"
1783,7790070317452,"jamón y queso lucchettinis, Luchetti"
1784,7622300840501,"Galletitas con lino, Cerealitas"
1785,7798153719247,"harina de trigo 0000, Great Value"
1786,7790040713703,"Cereal Mix Avena y Pasas, Arcor,Cereal Mix"
1787,7793940328008,"queso rallado, La Serenísima"
1788,7793046008477,"Mermelada de Ciruela, Dulcor"
1789,0049800035171,e
1790,7909189091874,esmalte
1791,7794000597518,"Caldo de Verduras, Knorr,Unilever"
1792,0076625251271,"Untable de Almendras Clásico, Felices Las Vacas"
1793,7790606000308,"Tapa de empanadas, Noly"
1794,7798334800146,"Hummus con aceite de oliva, Kyros"
1795,7790170903227,"Café en saquitos clásico, La Morenita"
1796,7798031155303,"Knorr, Knorr"
1797,7794000002227,"caldo de verduras, knorr"
1798,7790040439306,"Maná rellenas sabor chocolate, Arcor,Maná"
1799,7790070031815,"Milanesas de soja tipo caseras, Granja del Sol"
1800,7798008962392,"Crema colorante capilar, Otowil"
1801,7798048720433,olinto legumbres
1802,7798095171349,Energy drink- guarana - blue
1803,7793733001309,Naturales- tostadas light
1804,7790150015797,"Virgin Islands Té Clásico, La Virginia"
1805,7790040932708,"Merengadas, Bagley, Merengadas"
1806,7798031470048,"Pasta Multicereal con Amaranto Fusilli, Wakas"
1807,7791120032561,"arroz 53, 53"
1808,7798100665252,Mermelada de ciruela Canale
1809,77969361,"Chocolatín blanco, Georgalos"
1810,7613036713818,"Nesquik banana flavor, Nestle,Nesquik"
1811,7794396004584,la suipachense
1812,7792900634227,"Sal Fina, Dos Anclas"
1813,7798164190059,Pan de viena para pebete
1814,7794450008084,"Malbec, Alamos"
1815,7798060852402,"Queso para untar Patagonia, Tonadita"
1816,7790580502300,"Dulce de Batata, Arcor"
1817,7790310982433,"Jamón Serrano, Lay's,Pepsico"
1818,7798179490083,"NS Galletas, NS Galletas"
1819,0038000185083,"Pringles Pizza, Pringles"
1820,7790040107311,Tostadas Clasicas Ser
1821,7792860007239,"Postre de maní, Lheritier"
1822,7802225640770,"bon o bon cookie's, Arcor,bon o bon"
1823,7790550026416,"Capuccino Estilo Italiano Instantáneo, Cabrales"
1824,7798179490205,"NS Galletas, NS Galletas"
1825,7798085997478,tirabuzon marca Okey
1826,7790040123694,"cereales bagley, Bagley"
1827,7790580509804,"Mermelada de ciruela, Best"
1828,7793817000624,"Mermelada El Bolsón, El Bolson"
1829,7790580107925,"Salsa de Chocolate, Águila,Arcor"
1830,7707325840085,"Harina de Maíz Blanca Precocida, Bellini"
1831,77942371,Chichle de menta
1832,7791813777045,"Seven Up, "
1833,7794580000026,"Arroz Mocovi, Mocoví"
1834,7791813555049,"pepsi, Pepsi"
1835,7798333090067,"Barritas de cereal Cacao, Muecas"
1836,7790950003444,"Amargo Serrano, tres Torres"
1837,7795735601181,"magdalenas marmoladas, Don Satur"
1838,7790895001451,", Coca-Cola"
1839,7790813170825,Mauripan
1840,7790369000089,mini tapitas
1841,0840994128300,"benfotiamina, piping rock"
1842,7795373010420,Eumicel
1843,7790070411488,"Pan rallado, Preferido"
1844,7798160700115,Felices
1845,7790070412485,"Postre de chocolate Exquisita, Exquisita"
1846,8480017056986,"Anillos de limon DIA, Dia"
1847,77956712,"bon o bon con Chocolinas, bon o bon"
1848,7790742102805,"ricota la serenisima, La Serenisima"
1849,7790040173200,"Kesitas, Bagley,Kesitas"
1850,7709990070989,"Harina precocida de maíz blanco, del Sol"
1851,7790045826132,"veggie snacks, Granix"
1852,7790045001522,"Avena extrafina, Granix"
1853,8190732335401,"Leche 2%, La Serenisima"
1854,7798310979415,"Whey Protein, Xtrenght"
1855,7794000002869,"Knorr sabor en sobrecitos, Knorr"
1856,7794620000030,"Chocolate Ocumare, Salgado"
1857,7790070228673,"Cocinero Fritolim Sabor Manteca, Cocinero"
1858,7896573360626,"Mapple Free, Mrs Taste,Mrs Taste Green,smartfoods"
1859,8480017383730,"Pan Con Salvado, DIA"
1860,0700083934482,pan con salvado Dharma
1861,7798187211403,"Batatas fritas, Quento Snacks"
1862,7794820015025,dulce de leche milkaut
1863,7798127670161,"miel orgánica, las quinas"
1864,7798015441149,"pan rallado orgánico, grun"
1865,7798151950451,"Salado sin piel, Maní King"
1866,7796624000344,"crackers, Primer precio"
1867,7790045823445,"Cereal semillas de trigo partido, Granix"
1868,7791118012599,"estevia, el pocillo"
1869,7790070411792,Gallo
1870,7790538009424,"nachos, macritas"
1871,7798126072577,"budittini, Gaona"
1872,7791113002489,"Cacao, Emeth"
1873,7798105125768,"base no lactea, Ledevit"
1874,7790616018713,"dulce de leche light, vacalin"
1875,7790150434345,"Sabor en Polvo - Finas Hierbas, Alicante"
1876,7790088001954,"Mermelada de Frutilla, Alco"
1877,7798108349390,cereales carrefour
1878,7791386000618,Toconato
1879,7790070415882,susarelli
1880,7791599002416,"Puré de tomates homogeneizado, Gándara"
1881,7798138552517,"Codos, Molto"
1882,7796657000304,rossini
1883,0076625274263,Vivet (cacahuete cacao power)
1884,8480017056115,pan con salvado el chacarero
1885,7790079021374,"pasculina hojaldre paladini, Paladini"
1886,8480017233905,"Lasaña boloñesa, Día"
1887,7791120098093,"Tostadas de arroz clásicas, Molinos Ala"
1888,7798144941213,milanesas de soja dimax
1889,7798035771103,galletitas g
1890,7790883001159,"Pan doble salvado, La Salteña"
1891,7791720003534,galletitas dulces carrefour
1892,7798172410033,mafalda
1893,7796989011894,"Rapiditas, Bimbo"
1894,7790040720800,"Maná Livianas Vainilla, Arcor"
1895,7798138554474,"Mostachol, Santa Isabel"
1896,7792075000032,"Galletas de arroz integral dulces, ricediex"
1897,7790412000271,"Tostadas de Arroz Clásicas, LEIVA"
1898,7790580127336,"Cofler Blanco con Chocolinas, Arcor, Chocolinas, Cofler"
1899,7791620001029,Margarina
1900,7790147547270,"Coditos, Máxima"
1901,7792180007346,"Paseo multicereal, Molino Cañuelas"
1902,7794000960114,"mayonesa hellmanns light, hellmanns"
1903,7798290581035,"Leche de Coco, Dale Coco"
1904,7792170042005,"Gatorade Manzana, Gatorade"
1905,7793913001723,"Queso untable Neufchatel Salame, Tregar"
1906,7791720023631,"Tableta de chocolate rellena con dulce de leche, Carrefour"
1907,7793482300173,"Dulce de sauco, Masseube"
1908,7793360127953,BC pomelo amarillo
1909,7798101201152,"Whey Protein One Week, Gentech"
1910,7798048730555,"Mantennona, Delicias de la Nonna,Edra"
1911,77980236,"Alfajor de Mermelada de Membrillo, Guaymallen"
1912,7791337002005,"Postre Ser Vainilla, Ser,la serenísima"
1913,7798321150056,"Sublime Chocolate x 2 u, SanCor,Adecoagro,Sublime"
1914,7798187211717,"Alfajor Blanco, Quento Snacks"
1915,7791990000028,"Rosa Blanca Pan rallado, Rosa Blanca"
1916,10875575,"chocolatada ilolay, ilolay"
1917,7790580402808,"Arcoa, Arcor"
1918,7790244009169,", "
1919,7791337002975,"Yogurísimo Artesanal Vainilla, Yogurísimo,La Serenísima,Danone"
1920,7793306000401,"Froot Loops, Kellogs"
1921,7790036974439,"Baggio Naranja Sin azúcares agregados, Baggio"
1922,7792798007400,"Quilmes Stout 1l, Quilmes"
1923,7792180004789,"Rebozador para Horno, Mamá cocina,Molino Cañuelas"
1924,7798035770243,"Galletas marineras sin sal, G&M"
1925,7798108345477,"Endulzante dietético en sobres, Carrefour"
1926,7798321150537,"Sublime Chocolate Blanco, SanCor,Sublime,Adecoagro"
1927,2548013101393,"Néctar de piña, Jumex"
1928,7790742034915,"Leche descremada, La Serenísima"
1929,7790080010862,"Manteca Clásica, SanCor"
1930,7791337001626,"Calci+ Frutilla y Arándanos, Ser,Danone"
1931,7790272007328,"Aceite de oliva extra virgen, Natura,AGD"
1932,7798113301505,", Villamanaos"
1933,7798141715541,"Galletitas dulces sabor chocolate azucaradas, Carrefour"
1934,7791720023655,"Chocolate Blanco, Carrefour"
1935,7791720023662,"Chocolate con leche, Carrefour"
1936,7792798001255,"Quilmes Stout, Quilmes"
1937,7791337600508,"Yogurísimo descremado Cereales con miel, Yogurísimo,Danone"
1938,7798161300741,"Alfajor Mousse de Chocolate, Cerro Azul"
1939,7791337409163,"Serenito Vainilla Chocobombas, Serenito,La Serenísima,Danone"
1940,7791698000320,vasos de oblea
1941,77916501,"Cereal Mix Original, Arcor,Cereal Mix"
1942,8480017203830,"Gym Sport Frutas Tropicales, Dia"
1943,7792360092728,"Nugaton Maní, Nugaton,Bonafide"
1944,7798205050281,"Maní crocante tradicional, En Familia"
1945,7792180137944,"aceite de girasol, Pureza"
1946,7791337001145,"Chocolate & Cookies, Danette,Danone"
1947,7798199770059,"Galletas de Arroz Crema & Ciboulette, Crisppino"
1948,7798143355653,"mix desayuno, conosur"
1949,7798350431010,"Marley Negro, Marley"
1950,7790070412386,"Bizcochuelo Exquisita coco, Exquisita"
1951,7790070416179,"Gallo Oro PACK AHORRO, Gallo"
1952,7798033337110,"tostadas Carrefour con salvado, carrefour"
1953,77919328,"Barritas de arroz con Semillas sabor Yogurt Frutilla, Lulemuu"
1954,7501058638083,"Carlosv, Nestlé"
1955,0041789001840,", Maruchan"
1956,7793913000887,"Yogur descremado con frutas, Durazno, Tregar"
1957,01995572,"salsa picante habanero, la anita"
1958,7798270241720,"Lomitos de atun en aceite y agua, Great Value"
1959,7795733000511,"Obleas dulces rellenas, recital Dj"
1960,7791337002722,"Firme Vainilla, Yogurísimo,Danone,La Serenísima"
1961,7790380020240,"Flow Cereal, Georgalos"
1962,7790580106096,"Jugo sabor naranja-banana marca Arcor, Arcor"
1963,7798270241485,"Tomates peritas, great value"
1964,7795265000010,"Alfajores de Maicena, Subom"
1965,7790360720382,"Paté de foie, Swift"
1966,7794980912233,"Aromatizante artificial a vainilla, yuspe"
1967,7790895000201,"kin, coca cola"
1968,7790040008175,"Opera, Bagley,Opera"
1969,7798085680882,"Jugo de naranja con pulpa 100% exprimido, Citric"
1970,7791337999763,"Copa Danette - Dulce de leche con Crema, Danone,Danette"
1971,7798338250145,"Coco iogo, Crudda,Coco Iogo"
1972,7794396004515,"Leche UAT Entera, La Suipachense"
1973,7798053000018,Biolive
1974,7790742333902,"Zero Lactosa, La Serenísima"
1975,7798159716080,"tapas para empanadas, Carrefour"
1976,7791708001422,"pan de salvado gde, veneziana"
1977,7790580105013,"Block, Cofler"
1978,7790360720122,"Picadillo de carne, La Blanca"
1979,7790130000058,"Vinagre de Alcohol, Menoyo"
1980,7794270802350,"gelatina frambuesa, Bárbara"
1981,7798134390502,La tranquilina
1982,7795265000096,"Alfajores blancos, Subom"
1983,7793360106002,"Multifruta, BC,La Campagnola"
1984,7798138552821,"Rocío vegetal de girasol, Molto"
1985,7790150564806,"pimenton, Alicante"
1986,7798152590083,jugo en polvo
1987,7798033900154,"Aaa, Don Pancho"
1988,7790580111465,"Mogul confitados, Arcor"
1989,7792798004720,"Hippy Lager, Patagonia"
