id,barcode,name
2904,11705632,"hellmann's, hellmanns"
2905,7792798000470,"Guarana antartica, Antartica"
2906,7790150434857,"Panceta Y Hierbas En Sobre, alicante"
2907,8480017163233,"Postre Dulce leche, Dia"
2908,7790580230111,"Vivoritas, Mogul,Arcor"
2909,7790310984475,Twistos de jamón
2910,8480017335463,bolitas dia sabor chocolate
2911,7798038550392,azuquita rellenas
2912,9281140133495,"galletitas macucas, arcor"
2913,7798088960073,"Mermelada de Naranja, El brocal de San Pedro"
2914,7798125810583,"Galletas Dulces con Avena y Chips de Chocolate, Tostex"
2915,7798091430020,"Alfajor de durazno, Altas Cumbres"
2916,7798164160328,"Pudding Vitality, 100 Ducados"
2917,11987432,pasta de mani
2918,7790045000815,"Frutigran Tropical, Granix,Frutigran"
2919,7795184006209,"mermelada Noel de ciruela, Noel"
2920,7791113002663,emeth mermelada frutos del bosque
2921,7794990879748,"Queso en herbas, La paulina"
2922,7896007811311,"Salsa de Ajo, Kenko"
2923,7802225511513,"Bon o Bon, Arcor, bon o bon"
2924,7790199603511,"Penne Rigate, Morixe"
2925,8480017451255,"Lomitos de Atún al Natural, Dia"
2926,7790070418203,"Chocoarroz dulce de leche, Molinos Rio de La Plata"
2927,7898380410938,"Brownie Chocolate, Belive"
2928,7798256540021,"Tofu finas hierbas, soyana"
2929,7840779002569,"Puro Sol, Pulp"
2930,7790071090415,tostadas de mesa-sin sal. Riera
2931,7791620187501,"Margarina Equilibrio, Dánica"
2932,7791720003961,"Lentejas secas remojadas, Carrefour"
2933,7793281493014,"Nuggets Crocantes, Union Ganadera"
2934,0617308824087,"Crackers Pimentón Ahumado, SHIVA"
2935,7794520868341,"Papas fritas corte americano, Krachitos"
2936,7798066081011,"Jugo de Naranja, sol & fruta"
2937,77832405,alfajor
2938,7790040405301,alfajor tatin blanco
2939,7790045825753,"Granola Crocante Almendras y Pasas de Uva, Granix"
2940,7798094220963,"Alfajor Genio Dulce de Leche, Genio,Nevares"
2941,7793281493069,"Hamburguesas de Carne vacuna, Union Ganadera"
2942,7791337603110,"Yogur descremado, La serenísima"
2943,7891000073537,"Nesquik Chocolate, Nestlé,Nesquik"
2944,7798053130432,"Pasta de aceitunas ahumadas, valleVerde"
2945,7791071000138,"Mermelada de Ciruela, Raulito"
2946,7791337003804,"Yogurt cremix, La Serenísima"
2947,8480017241511,"queso crema marca dia, Dia"
2948,7794820011461,"Yogurt frutillas, Milkaut,Savencia"
2949,7791913001859,"Doble Cola!, Doble Cola"
2950,7791337003941,"Estilo Griego - Frutilla, Yogurísimo,La Serenísima,Danone"
2951,4793066000010,"pan sandwich, Zoriquen"
2952,7798158630028,", "
2953,7798005750206,"Marbe, Marbe"
2954,7798151770349,"Queso untable clásico, Tremblay"
2955,7790503198788,"Unsalty Sweet Organic Without Salt Rice Cakes, Unsalty, Dos Hermanos"
2956,7798170290200,"Mermelada de Arándanos, Blason"
2957,7791615001256,"Fideo Mostachol, Livorno"
2958,7790070418289,", Choco Arroz"
2959,7792981006173,"Enaccion Colágeno Complex, Ena"
2960,7798016101226,"Bondiola feteada, La Comarca"
2961,7790079019562,"Lomo de cerdo cocido, Paladini"
2962,7790080018240,"Queso danbo, Coto"
2963,7790639003031,", "
2964,7792900916606,"baño de reposteria, Dos Anclas"
2965,7790150830482,chocolino
2966,7862120310659,"super food Pasta, livekuna"
2967,7798187760505,"Semillas de chía, Zafran"
2968,7791620187341,"Salsa barbacoa Dánica, Dánica"
2969,7790070218216,"Aceite de Oliva Extra Virgen, Cocinero"
2970,7790580129422,"Mogul frutales, Arcor"
2971,7790742340405,"Leche de Maní, La Serenisima"
2972,7793890252798,"Vainillas, Bimbo"
2973,7791324157534,"pitusas, parnor"
2974,7794612065719,"Almendras y Maní, Hamlet"
2975,7790070416087,"helado dulce de leche exquisita, exquisita"
2976,7622300871499,"flan chocolate, royal"
2977,77958266,Alfajor Escolar
2978,7622300840488,"Cerealitas Copos, Cerealitas, Mondelez"
2979,7790040135772,"Cereal Mix Avena & Chocolate, Arcor,Cereal Mix"
2980,01285110,"helado super flan, monthelado"
2981,7793913001730,"Queso untable Neufchatel con jamon, Tregar"
2982,7798334580048,"Sopa Campesina, mole"
2983,7790045826637,"Granola Crocante Coco y Miel, Granix"
2984,7790070508621,"Yerba Mate, Cruz de Malta"
2985,7798321151138,"Yogs Natural firme, Yogs,SanCor"
2986,7790045823209,"Salvado, Granix"
2987,7798016101660,"Hamburguesas de pollo congeladas, Granja Tres Arroyos"
2988,7790971000385,"Cargando…, Ravana"
2989,7790070035400,"Medallones de pollo, Lucchetti"
2990,7792129004566,"Edulcorante con Stevia, Chuker"
2991,7792180138620,"Pepas Dulce mamá, Dulce mama,Molino cañuelas"
2992,7790580120702,"Topline seven Ultra Green Mint, Arcor, Seven Ultra, Topline"
2993,0076625288185,"le choc, felices las vacas"
2994,7798024760798,"Croque Monsieur, Grandwich"
2995,7790480089741,"Yerba Mate la tranquera, La tranquera"
2996,7798188630012,", "
2997,7790639003130,"Indian Tonic, Cunnington"
2998,0754697516770,"Karnevil Party, Felices Las Vacas"
2999,7790070321855,"Tirabuzon  mix de legumbre, Matarazzo"
3000,7792143202382,crema
3001,7790742625502,"Dulce de leche, La Serenísima"
3002,7798159052751,Cookies rústicas integrales
3003,7794710070134,"Queso untable gruyere Verónica, Verónica"
3004,77939753,"Topline Seven x-bombs, Topline"
3005,7794000599185,"Almidon de maiz, Maizena"
3006,7790310984390,"Palitos Sabor Queso, Pehuamar,PepsiCo"
3007,7474466466363,"Galletas Pitusa, Bagley"
3008,7792715078186,"Spaghettis Laminados Dos Vueltas, Monte Lirio"
3009,8480017558084,"Tomate triturado, Dia"
3010,7792052180566,"Puré de papas, Cuisine&Co,Cencosud"
3011,7793704000911,"Yerba Mate, Playadito,Colonia Liebig"
3012,7798181510847,"Galletitas de vainilla, Smams"
3013,7798003225515,"Caballa al natural, Marechiare"
3014,7790070318633,"Penne Rigate, Matarazzo"
3015,7792052178631,"Tomate triturado Don Triturado, Cuisine"
3016,0754697489975,"Alfajor frutos rojos, Meltaím"
3017,7798327950193,"Yogur Entero - Natural. Beaudroit, Beaudroit"
3018,7791118004358,", "
3019,7792170042029,"Frutas Tropicales, Gatorade"
3020,7798205050618,"Granola Live, Kös Food"
3021,7798328480033,"yogur entero natural, La Choza"
3022,7791337004573,"queso crema García, la serenísima,Danone"
3023,7798014465580,"Stevia Dulri, Stevia Dulri"
3024,7798014467348,"Stevia Dulri 60gr, Stevia Dulri"
3025,7798014465429,"Stevia, Stevia Dulri"
3026,7798014467355,"Stevia Dulri pote 90gr, Stevia Dulri"
3027,7798014465740,"Stevia Dulri cacao, Stevia Dulri"
3028,7899975801018,"Mega 3 chocolates, Nestle"
3029,7798181510717,"Smans chips de chocolate, Smams"
3030,7798128000257,"Alfajores, Cachafaz"
3031,7501059275577,"Café Mokaccino, Nescafé,Nestlé"
3032,77976291,"Tita, Terrabusi"
3033,7798290580083,", Tutti"
3034,7792350004588,"Garbanzos, Inalpa"
3035,7798126290674,"Arytza Mostaza sin sal, Arytza"
3036,7790538009578,"Arrocitas Sin Sal, Arrocitas"
3037,7798040891001,"Nubes de Tomate, San Giorgio"
3038,7798001560120,"Yogur de frutilla bebible, Cremigal"
3039,0656750747926,"Fantastique Tradicional, Felices Las Vacas"
3040,0723540526235,"Nina, Nina"
3041,7794000003583,"salsa barbacoa, Hellmann's"
3042,07458232,"salchicha fresca paladini, paladini"
3043,7791720018415,"Sabor Crema y Cebolla, Classic"
3044,7791479005063,"MAYOV CON AJO, MAYOV"
3045,7794990878918,"Queso untable magro la paulina, La paulina"
3046,7798228640711,"Cereal bar original, Crowie"
3047,7790580108397,"Cofler Block, Arcor,Arcor Helados,Cofler"
3048,7792070000532,"Aceitunas Negras en Salmuera, Nucete"
3049,7790174000564,"Milanesas de soja con cebolla, vegetalex"
3050,7790199604174,"aceite de oliva extra virgen, morixe"
3051,7790580118969,"Barrita Helada, Aguila,Arcor Helados"
3052,7798082744280,Papas fritas clasicas Tia Maruca
3053,7792882028830,Queso rallado LaQuesera
3054,7793126001800,"Patagonia berries, Patagonia"
3055,7790895640445,"Aquarius Pera, AQUARIUS, The Coca-Cola Company"
3056,7798301130160,"deluxe de arroz bañadas en limón., Deluxe"
3057,7798290581059,"Almendra Vainilla sin Azúcar, Tratenfu"
3058,7790580395803,"Cofler Almendras, Arcor,Cofler,Arcor Helados"
3059,77969088,"Beldent Menta Fuerte, Beldent"
3060,7798342150462,", NotCo,Not Mayo"
3061,7790036000695,"Multifruta, Baggio"
3062,7798178801828,"chocolate, Smile"
3063,7793704000928,"yerba (corregido), PLAYADITO x 1kg"
3064,7790580110482,"Flan sabor a dulce de leche, Noel"
3065,8906038788625,"Laddubar, Laddubar"
3066,7798346130033,"Barra coco, Nutriveg"
3067,8906038788649,"Coco&choco, Laddubar"
3068,7798183770430,"Vainilla Split, Grido"
3069,7790380029793,"gomitas, Flynn Paff,Georgalos"
3070,7798343750159,"Chocolate y avena, Íntegra"
3071,7793522001176,"Vainillas, "
3072,7798075280528,"Premezcla, Glutal,Assal"
3073,7790040133242,"Maná Rellenas sabor Chocolate, Arcor, Maná"
3074,7798138554603,"Puré de tomates, Molto"
3075,7798118408476,"Alfajor guolis, Guolis"
3076,7790263119627,"Molino Natural Avena y granola, Okebon"
3077,7792798011117,"Isidra, Patagonia"
3078,0655257741376,"Nina Lemon & Ginger, Nina"
3079,7790036001647,"Bagio Fresh Manzana, Bagio"
3080,7790045826965,"aritos frutales  granix, granix"
3081,7790580129507,"Rodajas ácidas, Mogul,Arcor"
3082,7791337003781,"Yogurisimo, Yogurísimo,La Serenísima"
3083,7798139074353,"protein bar, protein factory"
3084,7790174001295,"Nuggets, Vegetalex"
3085,7792153202235,", "
3086,7798342150639,"Not burger XL, NotCo"
3087,17904534,"Hot dogs 100% vegetal, Vegetalex"
3088,7790040133716,"mini macucas, Arcor,Macucas"
3089,7798118407417,"Alfajor tentación, Guolis"
3090,7790580129347,"Mogul extreme  sabor sandia ácido -dulceq, Arcor"
3091,77971708,"Opera x3 Chocolate, Bagley,Arcor"
3092,7793147001827,"Cerveza Miller Genuine Draft, Miller Brewing Co"
3093,7791672000827,"Yayita con Pepitas, Fantoche"
3094,77903792,"terrabusi dulce de leche, Terrabusi"
3095,7798142710033,"galletas de arroz, dhum crack"
3096,7798146300889,"Bizcochos de arroz Salados, Lulemuu"
3097,7790742357007,"Leche Larga Vida Clásica, La Serenisima"
3098,7798159717766,"Barras de cereal - Coco y chocolate, Carrefour"
3099,7793984040409,"Galletitas de Chocolate con mix de semillas, "
3100,7798179490250,"galletas Avena, NS"
3101,7790742437501,"Leche en polvo, La Serenísima"
3102,7790154008221,"Pear, Pyrus"
3103,7792360092599,"Vizzio Granos de Café, Bonafide,Vizzio"
3104,7790503199099,"Arroz, Dos Hermanos"
3105,7798017860382,"Chocovam, For-Van"
3106,7791813111214,"rockstar, Rockstar"
3107,7791787000040,"Pepas trio, Trio"
3108,7793890251821,"Pan dulce, Valente"
3109,7790310983966,"Papas fritas sabor Asado, Lay's,PEPSICO"
3110,7798181510205,"Crackers sin Sal, Smams"
3111,7793913013306,"Yogur con arándanos, Tregar"
3112,7795735600993,"Pan dulce sin frutas, Don Satur"
3113,7792180138392,"Pan Dulce con frutas, 9 de oro"
3114,7790154008245,"Sidra, Pyrus"
3115,7790427000020,"fideos con huevo 308, 308"
3116,7792532051454,"Lisandro Buffa, Gisela Brignardello"
3117,7790380033141,"Turrón de almendras tipo jijona, Georgalos"
3118,7790380011965,Georgalos
3119,7790380037750,Georgalos
3120,7790380016113,Georgalos
3121,7790380026044,"Nucrem, Georgalos"
3122,7790380017035,"Nucrem chocolatado, Nucrem,Georgalos"
3123,7790380011866,"Almendras bañadas con chocolate, Georgalos"
3124,7790380037002,"Pasas de uva bañadas en chocolate, Georgalos"
3125,7791648007683,"pan dulce con dulce de leche, san lorenzo"
3126,7790040127944,"Cofler Cookies, Arcor,Cofler"
3127,7790380034100,"Turrón blando de maní con dulce de lehce, Georgalos"
3128,7793913013283,"Frutilla, Tregar"
3129,7791875000105,"Tableta de Chocolate Blanco, Havanna"
3130,7792180009487,"Pepas con mebrillo, 9 de oro"
3131,7791337002319,"Silk &quot;leche&quot; de coco, Silk"
3132,7790895005794,"Coca Sabor Original, Coca-Cola"
3133,7798343750234,Integra
3134,7791708617517,"Tortillas integrales, Veneziana"
3135,0744430256254,"Yogur semidescremado dietetico sabor vainilla, yogurade"
3136,0744430256315,"Yogurade natural chico, Bogat"
3137,7798125810576,"Galletas Dulces con Avena, Arándanos y Pasas de Uva sabor Naranja, Tostex"
3138,7792360091912,"Pan dulce con frutas, bonafide"
3139,7798343750265,"Integra, Íntegra"
3140,7798031154443,"Fideos tallarines, Cica"
3141,7613035511576,"Bracafé, Nescafé, Nestlé"
3142,7798105711701,"Jamon cocido feteado libre de gluten sin tacc, Carrefour"
3143,7790580128043,"Maní Bañado, Arcor"
3144,7790380039518,"Pan Dulce, GEORGALOS"
3145,7798070860602,"tableta rellena con helado de chocolate tentación, freddo"
3146,8480017241313,"espinacas dia, DIA"
3147,7790036000596,"Baggio Pronto Pera, Baggio"
3148,7790040136090,"Hogareñas Mix de Cereales, Arcor, Hogareñas"
3149,7790950133370,"Terma Manzana Carqueja & Melisa, Terma"
3150,7798133610083,"Coco choco, Nonna Vitta"
3151,7798054220804,"Rellenas sabor a frutos del bosque, Terepin"
3152,7790580130664,"Cucurucho Crema Americana & Chocolate, Arcor,Arcor Helados"
3153,7798327950179,"Beaudroit yogurt descremedo sin lactosa frutillas, Beaudroit"
3154,7798033680636,"OvoCereal proteico granulado dulce con semillas y cacao, Samurai"
3155,7790150431443,sabor en polvo
3156,7790150439395,sabor en polvo
3157,7798065730989,"Sierra de los Padres Pomelo Blanco, Nutreco Alimentos"
3158,7796373002873,"Cesar, La Parmesana"
3159,7798160200301,"alfajores Bocana, Bocana"
3160,7798096030072,", "
3161,0617308824117,"Crackers Mediterráneas, SHIVA"
3162,7798290580120,"Tutti - Multifruta, Tutti"
3163,7790045001478,"Copos de Maíz, Granix"
3164,7798365010019,"Jugos de la Quinta Naranja, Jugos de Quinta"
3165,7790070414700,"Gallo Risotto de Champiñones, Gallo"
3166,7613287290403,"café instantáneo, Nescafé"
3167,7798031155778,"Fideos rigatte, Cica"
3168,7798061190312,"Aceite de oliva, Oliovita"
3169,7501059275539,"Cappuccino, Nescafé,Nestlé"
3170,7792184000084,"Biscuits, Soriano"
3171,7790580160807,"Aceite de Maíz, Arcor"
3172,7790310984147,Papas fritas pehuamar
3173,7790580134204,"Surtido Butter Toffees, Butter Toffees,Arcor"
3174,0656750783962,"bebida de mani, "
3175,7791337604049,"Yogur con frutas - Durazno, La Serenísima"
3176,7794520868242,"Papas fritas corte tradicional, Krachitos"
3177,7798334800184,"American Ketchup, Kansas"
3178,7798024399530,"queso crema light, La anónima"
3179,7790236001270,"Tapas para tartas Criollas, La Salteña"
3180,8480017194688,"Postre sabor dulce de leche, Dia"
3181,7793913013245,"Yogurt Tregar Durazno c/frutas, Tregar"
3182,7798169800663,aritos frutados
3183,7795184119794,"NOEL mermelada (frutilla), Noel"
3184,7613287591197,"Leche Condensada, Nestlé"
3185,7790349000047,"obleas zupay, Zupay"
3186,0732064773711,"Honey Roasted, DEC"
3187,77958228,"Repop Avellana, Lulemuu,Repop"
3188,7790310984529,"Maní sabor Sal y Limón, Maniax,Pehuamar,PEPSICO"
3189,7798151952615,"Maní tostado sin piel, Mani King"
3190,7798031155624,"Ave maria, Knorr"
3191,12217687,"Ositos, Rapanui"
3192,7798147781083,"Tejas, Rapanui"
3193,8480017083494,"Yogur firme vainilla, Dia"
3194,8480017555670,Obleas rellenas sabor vainilla marca Dia %
3195,8480011231792,"Tramontana, Dia"
3196,8480017056955,Yogurt entero endulzado con trozos de frutilla marca Dia%
3197,7798126071129,"Pepas batata, Gaona"
3198,7798123300017,"Pepas membrillo, "
3199,7790580118099,pops evolution sabor arandanos
3200,7790895646737,"Fresh, Cepita, Coca-Cola"
3201,8480017240507,"miel, dia"
3202,8480017300669,"Postre sabor vainilla, Dia"
3203,7795323002499,"Nutrilon 4, Danone"
3204,7798128001919,"Cachafaz, Cachafaz"
3205,7622201493882,"Lincoln, Terrabusi"
3206,7795497000390,la puntanita ravioles de ricotta
3207,0790757821927,"Live Kombu, Bravía"
3208,7798070680347,"Sibarita, McCain"
3209,7793360000294,"Salsati, La Campagnola"
3210,7790742325808,"Finlandia Balance, La Serenísima,Finlandia"
3211,8480017212931,"Rellenas vainilla, Dia"
3212,8480017242983,"Vainillas, Dia"
3213,7798025370026,
3214,7790742062505,"dulce de leche, LaSerenisima"
3215,7798355480044,"Pan con Salvado, Deli Pan"
3216,4542363581254,"miel, nectar serrano"
3217,8480017047663,"Tutuca La Franciscana, "
3218,7793913013146,"Ricotta Magra, Tregar"
3219,77958990,"ALKA Cherry Mentol, dos en uno,ALKA,Arcor"
3220,7790412001612,"tostadas de arroz sésamo y lino, Leiva"
3221,7798321151398,"Postre Vainilla con Dulce de leche, Sublime,SanCor"
3222,7798321151381,"Postre sabor chocolate blanco con dulce de leche, Sublime,SanCor"
3223,7790040133235,"Maná Rellenas sabor Vainilla, Arcor,Maná"
3224,7791787100122,"Surtidas, Trío"
3225,7795735600917,"Galletitas Mix de semillas, Don Satur"
3226,7790499017742,"porotos rojos, La Banda"
3227,7791720002964,"Pepas tricolor, Carrefour"
3228,7622201808884,"Anillos, Terrabusi,Mondelez"
3229,8480017116291,"Galletitas con relleno sabor vainilla, Dia"
3230,7798169802636,"Almohaditas rellenas, Snuks"
3231,7794058000053,"Filet de Merluza, Artico"
3232,7790070411518,"Horno, Preferido,Molinos Rio de la Plata"
3233,7798228500114,Alwa
3234,7794000003378,"Granola con Arándanos y Almendras, Maizena,Unilever"
3235,7790580607210,"Chocolate con Leche, Arcor"
3236,7790742352002,"Leche reducida en lactosa, La Serenísima"
3237,7798001560502,yogur cremigal de vainilla scht
3238,7794000003576,"Salsa Barbacoa, Hellmann's"
3239,7798333090142,"Barrita de Pasas y Arándanos, MUECAS"
3240,7798160200271,"Alfajores Bocana de chocolate, Bocana"
3241,8480017173249,"Galletas surtidas con Membrillo, Dia"
3242,7798181510946,"Polvorones, Smams"
3243,7790742672650,"Sense Caramel, La Serenísima,Cabrales"
3244,7798164190615,"Pan artesanal DÍA blanco, día"
3245,8480017063694,"QUESO FUNDIDO SABOR CHEDDAR EN FETAS, Dia"
3246,8480017170378,"Queso danbo ligth, día"
3247,7798178040029,"Soda Vitalissima, Vitalissima"
3248,7798165591152,"Arroz Yamaní Integral Orgánico, Naturalmente Alimentos"
3249,8480017368638,Dulce de membrillo marca Dia
3250,7798031155730,"Fideos spaghetti, Cica"
3251,7622201806354,"Oreos, Oreo,Mondelez"
3252,0755009394666,"Yofrey dulce de leche, Manfrey"
3253,7798085681476,"Citric Naranja con pulpa, Citric"
3254,77955173,"Barra Manzana y Chía, Zafan"
3255,8480017234247,"Bebida de almendras, Dia"
3256,7794000003392,"Mayonesa Light, Hellmann's"
3257,7798031151138,sol pampeano ave Maria
3258,7790710334535,"Yerba, Cbse"
3259,7794000004337,"Sopa crema zapallo, Knorr"
3260,7794000004757,Salsa lista filtro Cicq
3261,07754809,"Cica Salsa Lista Filetto, Cica"
3262,7794000005792,"Galletitas sabor Chocolate, Maizena,Unilever"
3263,7798182438423,"Tomate triturado, Coinco"
3264,7790150532607,"Mix Oriental, Alicante"
3265,7790150438947,"Sabor en Polvo, puerro, Alicante"
3266,7798306570015,"Blue Demon, Business Industrial"
3267,7790040124523,", Bagley,Arcor"
3268,17009922,"jarabe para tos, mucoprednibon"
3269,7790150161029,"Cappuccino mouse de chocolate y avellanas, La Virginia"
3270,7790580109646,"bon o bon XL, Arcor, bon o bon"
3271,7798342150684,"Not Mayo original, NotCo,Not Mayo"
3272,7798228640070,"Crowie chocolate, Crowie"
3273,7798342150783,"Not Mayo, NotCo,Not Mayo"
3274,7798262020180,"Zummy, Zummy"
3275,7798083731517,"Mermelada Dietética Higo, Cuarto Creciente"
3276,7798094221731,Turron fantasia
3277,7793913000146,"Queso rallado, Tregar"
3278,7791696009011,pudín frutos secos
3279,7798134391004,"La Tranquilina mermelada arándano, La Tranquilina"
3280,7798342714008,"leche descremado 1%, sp"
3281,0790570129422,Arcor
3282,7790490998293,"Zucra, Hileret"
3283,7790480089840,"Te negro clásico, Green Hills"
3284,7790639002478,"Agua saborizada sin gas sabor naranja, Cellier"
3285,7799044004268,"Tapas para Empanadas de Hojaldre, La Anonima"
3286,7798062543919,"Brío - Sabor Manzana, Brio"
3287,7798091030251,"Atlántica, Antares"
3288,7790387711820,"Té de manzanilla, Taragüi"
3289,7790080026702,"Jamón de la Sierra, Tholem"
3290,7790070321794,"Penne Rigate Libre de Gluten, Matarazzo"
3291,77916969,"Arroz Yamani Integral Mousse de Dulce de Leche y Chocolate, Cachafaz"
3292,7794990880522,"Queso de crema alioli la Paulina, La Paulina"
3293,7790580463403,"Huevo con confites, bon o bon,Arcor"
3294,7794480000355,"Manteca, Yolcle"
3295,7792730019676,"Huevo de chocolate blanco, Biznikke"
3296,7791102054840,"Vainillas, Cooperativa"
3297,6291101880200,Strawberry juice
3298,9501101300019,RANI Mixed fruit juices
3299,5201127029867,"Ion Break milk chocolate with raisins, almonds and hazelnuts, ION"
3300,7622210983343,"Milka sutlu, Milka"
3301,7798340790196,", Frank’s"
3302,2406231005223,"Queso, La Serenísima"
3303,7622210953681,", Milka"
3304,8697437848866,"Bimola, Bolçi Bimola"
3305,4823077608810,"RISHEN MIKE SPLASH, Roshen"
3306,4823077611926,"RISHEN MINKY  BINKY, Roshen"
3307,4823077627200,"Ogurtini, Roshen"
3308,4823077605376,RISHEN coffee like
3309,7792360071938,"Huevo de pascuas Nugaton, Bonafide"
3310,8480017080912,"postre Light chocolate, Dia"
3311,7798308961255,salsa de ajo
3312,7798324650065,"Queso rayado, Nogolac"
3313,8480017043047,pepas marca dia
3314,7798085681452,"Citric Naranja con pulpa, Citric,El Carmen"
3315,7791058002445,"Flan sin huevo sabor vainilla, Manfrey"
3316,7794000004139,"puré de papas, knorr"
3317,9780201379617,"Sal gourmet pimentón ahumado y ají de cayena, Bhavani"
3318,7798096210085,"Wapi, Wapi"
3319,7794529041592,"tostadas de arroz, Breviss"
3320,8480017001306,"Postre sabor chocolate, Dia"
3321,7790315101310,"Levité Ananá, Villa del Sur,Danone"
3322,7798146139007,"Big Tau, Tau,Tau Delta S.A."
3323,7790580130633,"Gomitas FrutiGelatin Truitos, Misky,Frutigelatin"
3324,7798060140530,"Agua, IVESS"
3325,8480017163240,"Postre de vainilla, Dia"
3326,7798085681551,"Jugo con pulpa pasteurizado, Citric"
3327,8480017043016,pepas marca dia
3328,7790490998224,"Stevia, hileret"
3329,7790360965714,"Paté de foie tipo provenzal, Swift"
3330,7792052153423,"Crackers, Jumbo"
3331,7798327950162,"Yogurt descremado natural reducido 95% en lactosa, Familia Beaudroit"
3332,7798318380060,Aceite de coco neutro
3333,7798334803017,"Kyros Hummus Clásico, Kyros"
3334,7791337003385,"Silla Almendra, Silk"
3335,7790139004330,"Glazé Aceto Balsámico Tipo Reducción, Casalta"
3336,7790290001179,"Fernet Branca, Fernet"
3337,5010102242425,", BritviC"
3338,50414284,"Indian Tonic Water, BrtiviC"
3339,7613287850355,"Nesquick, Nesquick,Nestlé"
3340,7794520412100,"Maní Frito Salado, Krachitos"
3341,7790170903937,"Café torrado molido, Morenita"
3342,7792180140043,"Pizza de pepperoni a la piedra (congelada), Pietro"
3343,7798165593316,"Manteca clarificada, Beepure"
3344,7790790120806,"Choclo Cremoso, Oinca"
3345,7792360071914,"Huevo de Pascua, Nugaton"
3346,08749912,"Mani Tostado Salado Con Miel, Dec"
3347,7790580133139,"Salsa Lista Pomarola, Arcor"
3348,7798060852563,Queso untable sabor Jamón
3349,7790742373908,"Cremon original x 280, La Serenisima"
3350,77969071,"Beldent Menta, Beldent"
3351,0736684208707,"Entrenuts pasta de maní natural, entrenuts"
3352,7790070415370,"ChocoCrunch, Gallo Snacks"
3353,7798111009526,"Beans, carrefour"
3354,7790263119665,"Molino Natural naranja, Okebon"
3355,2349474006483,"Milanesa de carne de pollo, La Anonima"
3356,7546974771322,"Crocantes, Fruch Patagonia"
3357,7790070412126,"Arroz largo fino, Máximo"
3358,7791720016114,"Tostadas de Arroz, carrefour"
3359,7790503000272,"Snacks de Arroz sabor Queso, Dos Hermanos"
3360,7790045826224,"Sésamo, Granix"
3361,7790490998071,"endulzabte de mesa, hilerrt sweet"
3362,7898954933450,"Pan Blanco, Schär"
3363,7792981062032,"whey protein isolado, ENA"
3364,7798039910027,"Capitán del espacio negro, capitan del espacio sa"
3365,7613287850393,"Nesquik, Nestle"
3366,7790199603214,"Polenta, Morixe"
3367,7790895648175,"Byte, Coca-Cola"
3368,7798342150653,"Not Mayo light, Not Co"
3369,7790244941230,"queso crema light, San Ignacio"
3370,7792129004528,"Endulzante líquido con Stevia, Chucker"
3371,7790787100323,"ilolay firme sabor frutilla, ilolay"
3372,09162983,"saladix, Arcor"
3373,7792280005686,"yerba mate, Cachamate Amarilla Mezcla de hierbas"
3374,7790150100486,"Café instantáneo clásico, La Virginia"
3375,7790158229486,"Miel liquida, Aleluya"
3376,7799054029367,galletita rellena de limon marca nat
3377,8480017602831,"Aromatizante artificial a vainilla, Dia"
3378,7790580122287,"Especialidades Brownie, Aguila"
3379,77981912,"Cofler Block Blanco, Cofler,Block,Arcor"
3380,7791337004627,"Danette sabor chocolate, Danone"
3381,7622201503000,"Galletitas dulces con perlitas a base de cacao, Mondelez"
3382,7798313700634,"Filet de merluza rebozado, Ocean Blue"
3383,7891962054483,"Cookies con chips de baño de repostería con leche, Bauducco"
3384,7790070318381,"luchetti letritas fideos, Lucchetti"
3385,7798157970101,"Chorizo Colorado, Frideza"
3386,7798183683112,"Salchicha Fresca de Cerdo, Cabaña Argentina"
3387,7795917008470,"Jamón Crudo Deshuesado, Campo Austral"
3388,7790040133693,"Mediatarde Clásicas, Lia,Arcor"
3389,5900852940903,"Bebelac Gold 3, Nutricia,Bebelac"
3390,7798031155747,"Fideos tallarines, Cica"
3391,7790040374607,"Saladix Dúo Jamón y queso, Arcor"
3392,77974730,"Chocolate Orgánico, Colonial"
3393,7792180137135,"Brigitte, 9 de Oro"
3394,7798183683242,"Morcilla al Verdeo, Cabaña Argentina"
3395,7790070032706,"Brocoli, Granja del Sol"
3396,7794990879779,"Queso en Hebras Mediterráneo -Pategrás y Parmesano-, La Paulina"
3397,7793013152141,"Choco Varitas, La Amistad"
3398,7613287290380,"Nescafé Tradición, Nescafé,Nestle"
3399,8480017291936,"bizcochos azucarados, Día"
3400,7798085370080,"Manteca, Primer Premio"
3401,7798141132720,"Frutillas enteras supercongeladas, Karinat,Heinlein Foods"
3402,7790670051992,"Moras Enteras Súpercongeladas, Green Life"
3403,7792052178396,"Burger Supercongeladas, Cuisine & Co"
3404,7790040135789,"Cereal Mix Avena & Pasas, Arcor,Cereal Mix"
3405,7798164160366,"pudding gales, 100ducados"
3406,7622201807528,"Clight, Mondelez"
3407,7791337005426,"Queso Crema, La Serenísima"
3408,7622201816520,"Tang, Mondelez"
3409,7790070228253,"Salsa de Soja Cocinero, Molinos"
3410,7790550011290,"Cafe en saquitos, cabrales"
3411,7798181510014,"Rellenas Chocolate, Smams"
3412,7791337005358,"Yogurísimo Cremix, La Serenisima"
3413,7792180137937,"Pureza Girasol, Molinos Cañuelas"
3414,7790070031839,"Milanesa de Soja con Calabaza, Granja del Sol"
3415,7790375003005,"Chía Omega-3, Bagó"
